Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
265,Toni Morrison: The Pieces I Am,-,-,-,"$903,018",78,"$903,018",Jun 21,Magnolia Pictures,false
266,A Hidden Life,-,-,-,"$877,550",151,"$1,730,597",Dec 13,Fox Searchlight Pictures,false
267,Between Me and My Mind,-,-,-,"$875,191",488,"$875,191",Jul 17,Trafalgar Releasing,false
268,"Howl's Moving Castle
2019 Re-release",-,-,-,"$865,647",748,"$865,647",Apr 7,Fathom Events,false
269,Pati Patni Aur Woh,-,-,-,"$864,859",130,"$874,044",Dec 6,Eros International,false
270,"Steel Magnolias
2019 Re-release",-,-,-,"$855,421",689,"$855,421",May 19,Fathom Events,false
271,Woman at War,-,-,-,"$847,495",66,"$847,495",Mar 1,Magnolia Pictures,false
272,"Alien
2019 Re-release",-,-,-,"$833,658",682,"$833,658",Oct 13,Fathom Events,false
273,Climax,-,-,-,"$817,339",217,"$817,339",Mar 1,A24,false
274,Transit,-,-,-,"$815,290",72,"$815,290",Mar 1,Music Box Films,false
275,One Piece: Stampede,-,-,-,"$789,506",541,"$1,298,528",Oct 24,FUNimation Entertainment,false
276,Chonda Pierce: Unashamed,-,-,-,"$787,979",783,"$787,979",May 7,Fathom Events,false
277,Student of the Year 2,-,-,-,"$778,566",190,"$778,566",May 10,FIP,false
278,The Church,-,-,-,"$772,000",252,"$772,000",May 24,Indican Pictures,false
279,Patterns of Evidence: Moses Controversy,-,-,-,"$765,361",896,"$765,361",Mar 14,Fathom Events,false
280,I Love Lucy: A Colorized Celebration,-,-,-,"$754,323",634,"$754,323",Aug 6,Fathom Events,false
281,Joni 75: A Birthday Celebration,-,-,-,"$752,205",405,"$752,205",Feb 7,Trafalgar Releasing,false
282,The Game Changers,-,-,-,"$739,711",610,"$739,711",Sep 16,Fathom Events,false
283,David Crosby: Remember My Name,-,-,-,"$732,686",67,"$732,793",Jul 19,Sony Pictures Classics,false
284,More Than Blue,-,-,-,"$722,669",40,"$722,669",Mar 15,China Lion Film Distribution,false
285,Honeyland,-,-,-,"$711,628",56,"$815,082",Jul 26,Neon,false
286,Where's My Roy Cohn?,-,-,-,"$705,374",66,"$705,274",Sep 20,Sony Pictures Classics,false
287,Non-Fiction,-,-,-,"$704,919",89,"$704,919",May 3,IFC Films,false
288,The Captain,-,-,-,"$687,295",47,"$706,572",Oct 18,Well Go USA Entertainment,false
289,Raise Hell: The Life & Times of Molly Ivins,-,-,-,"$684,824",42,"$694,410",Aug 30,Magnolia Pictures,false
290,Spirits in the Forest,-,-,-,"$678,949",388,"$704,744",Nov 21,Trafalgar Releasing,false
291,The Sky Is Pink,-,-,-,"$652,592",194,"$652,592",Oct 11,Gravitas Ventures,false
292,Racetime,-,-,-,"$646,415",86,"$1,875,283",Dec 7,Entertainment One,false
293,"Dirty Dancing
2019 Re-release",-,-,-,"$622,968",650,"$622,968",Feb 10,Fathom Events,false
294,American Masters: Miles Davis: Birth of the Cool,-,-,-,"$612,246",31,"$614,201",Aug 23,Abramorama,false
295,Roger Waters - Us + Them,-,-,-,"$611,644",497,"$611,644",Oct 2,Trafalgar Releasing,false
296,"The Muppet Movie
2019 Re-release",-,-,-,"$610,475",727,"$610,475",Jul 25,Fathom Events,false
297,The White Storm 2: Drug Lords,-,-,-,"$609,461",54,"$609,461",Jul 12,-,false
298,The Least of These: The Graham Staines Story,-,-,-,"$607,015",625,"$607,015",Jan 31,Fathom Events,false
299,The Chaperone,-,-,-,"$600,654",128,"$600,654",Mar 28,PBS Distribution,false
300,Furie,-,-,-,"$594,788",27,"$594,788",Mar 1,Well Go USA Entertainment,false
301,"To Kill a Mockingbird
2019 Re-release",-,-,-,"$592,237",668,"$592,237",Mar 24,Fathom Events,false
302,Bethany Hamilton: Unstoppable,-,-,-,"$590,671",205,"$590,671",Jul 12,Entertainment Studios Motion Pictures,false
303,The Public,-,-,-,"$573,503",263,"$573,503",Apr 5,Greenwich Entertainment,false
304,"My Fair Lady
2019 Re-release",-,-,-,"$560,711",652,"$560,711",Feb 17,Fathom Events,false
305,Fiddler: A Miracle of Miracles,-,-,-,"$549,386",77,"$549,386",Aug 23,Roadside Attractions,false
306,Everybody's Everything,-,-,-,"$547,207",121,"$547,207",Nov 12,Gunpowder & Sky,false
307,"DCI 2019: Big, Loud & Live 16",-,-,-,"$546,060",513,"$546,060",Aug 8,Fathom Events,false
308,A Brother's Love,-,-,-,"$539,524",30,"$539,524",Jun 7,Entertainment One,false
309,Grateful Dead Meet-Up 2019,-,-,-,"$537,153",503,"$537,153",Aug 1,Trafalgar Releasing,false
310,"Code Geass: Lelouch of the Re;Surrection
2019 Re-release",-,-,-,"$522,805",490,"$522,805",May 5,FUNimation Entertainment,false
311,Shadow,-,-,-,"$521,396",53,"$521,396",May 3,Well Go USA Entertainment,false
312,Long Day's Journey Into Night,-,-,-,"$521,365",24,"$521,365",Apr 12,Kino Lorber,false
313,The Spy Behind Home Plate,-,-,-,"$519,525",31,"$519,525",May 24,Ciesla Foundation,false
314,Wild Nights with Emily,-,-,-,"$519,487",78,"$519,487",Apr 12,Greenwich Entertainment,false
315,"Saving Private Ryan
2019 Re-release",-,-,-,"$508,694",642,"$508,694",Jun 2,Fathom Events,false
316,Birds of Passage,-,-,-,"$507,259",97,"$507,259",Feb 13,The Orchard,false
317,Tel Aviv on Fire,-,-,-,"$500,358",37,"$506,145",Aug 2,Cohen Media Group,false
318,Widows,-,-,-,"$498,459","2,803","$42,402,632",Nov 16,Twentieth Century Fox,false
319,"Whisper of the Heart
2019 Re-release",-,-,-,"$498,156",745,"$498,156",Jul 1,Fathom Events,false
320,"Nausicaä of the Valley of the Wind
2019 Re-release",-,-,-,"$495,770",751,"$495,770",May 20,Fathom Events,false
321,Crazy Rich Asians,-,-,-,"$493,850","3,865","$174,532,921",Aug 15,Warner Bros.,false
322,Batla House,-,-,-,"$493,180",81,"$493,180",Aug 15,Viva Pictures,false
323,The Climbers,-,-,-,"$487,157",102,"$487,157",Sep 30,Well Go USA Entertainment,false
324,The Russian Five,-,-,-,"$485,049",44,"$485,049",Mar 21,-,false
325,The Great Alaskan Race,-,-,-,"$484,068",447,"$485,603",Oct 25,-,false
326,"Lawrence of Arabia
2019 Re-release",-,-,-,"$482,281",661,"$482,281",Sep 1,Fathom Events,false
327,CatVideoFest,-,-,-,"$470,923",103,"$470,923",Feb 15,Oscilloscope,false
328,Panipat,-,-,-,"$461,863",175,"$461,863",Dec 6,Reliance Entertainment,false
329,Christmas Jars,-,-,-,"$459,462",789,"$459,462",Nov 4,Fathom Events,false
330,Gorillaz: Reject False Icons,-,-,-,"$453,687",284,"$453,687",Dec 16,Trafalgar Releasing,false
331,Exit,-,-,-,"$445,225",19,"$470,699",Aug 2,CJ Entertainment,false
332,"Cruel Intentions
2019 Re-release",-,-,-,"$445,218",708,"$445,218",Mar 22,Sony Pictures Entertainment (SPE),false
333,Teen Spirit,-,-,-,"$441,366",696,"$441,366",Apr 12,Bleecker Street Media,false
334,At Eternity's Gate,-,-,-,"$441,270",178,"$2,294,915",Nov 16,CBS Films,false
335,Merci pour tout,-,-,-,"$437,044",76,"$1,073,969",Dec 25,-,false
336,Les Misérables: The Staged Concert,-,-,-,"$436,047",488,"$459,478",Dec 6,Trafalgar Releasing,false
337,De De Pyaar De,-,-,-,"$425,934",104,"$425,934",May 17,Yash Raj Films,false
338,Hail Satan?,-,-,-,"$424,284",67,"$424,284",Apr 17,Magnolia Pictures,false
339,"Ben-Hur
2019 Re-release",-,-,-,"$422,622",649,"$422,622",Apr 14,Fathom Events,false
340,Killing Sarai,-,-,-,"$422,331",160,"$425,332",Dec 6,Pantelion Films,false
341,Fate/stay night [Heaven's Feel] II. lost butterfly,-,-,-,"$420,595",515,"$420,595",Mar 14,Fathom Events,false
342,Ash Is Purest White,-,-,-,"$420,589",49,"$422,814",Mar 15,Cohen Media Group,false
343,The Cold Blue,-,-,-,"$420,177",702,"$420,177",May 23,Fathom Events,false
344,The Reliant,-,-,-,"$408,747",722,"$408,747",Oct 24,Fathom Events,false
345,The Invisibles,-,-,-,"$407,373",19,"$407,373",Jan 25,Greenwich Entertainment,false
346,Monos,-,-,-,"$406,473",50,"$406,473",Sep 13,Neon,false
347,"Meet Me in St. Louis
75th Anniversary",-,-,-,"$403,521",679,"$403,521",Dec 8,Fathom Events,false
348,"Hello, Dolly!",-,-,-,"$400,881",669,"$400,881",Aug 11,Fathom Events,false
349,The Nightingale,-,-,-,"$400,209",79,"$400,209",Aug 2,IFC Films,false
350,Mia and the White Lion,-,-,-,"$399,471",312,"$399,471",Apr 12,-,false
351,The Man Who Killed Don Quixote,-,-,-,"$391,963",756,"$391,963",Apr 10,Screen Media Films,false
352,The Wedding Guest,-,-,-,"$386,166",96,"$386,166",Mar 1,IFC Films,false
353,"The Secret World of Arrietty
2019 Re-release",-,-,-,"$384,289",750,"$384,289",Sep 29,Fathom Events,false
354,What We Left Behind: Star Trek DS9,-,-,-,"$382,457",795,"$382,457",May 13,Fathom Events,false
355,The Cure: Anniversary 1978-2018 Live in Hyde Park,-,-,-,"$378,405",346,"$378,405",Jul 11,Trafalgar Releasing,false
356,The Hummingbird Project,-,-,-,"$371,784",232,"$371,784",Mar 15,The Orchard,false
357,"Ghostbusters
2019 Re-release",-,-,-,"$369,612",546,"$369,612",Oct 6,Fathom Events,false
358,Matthias & Maxime,-,-,-,"$369,363",53,"$374,739",Oct 9,Entertainment One,false
359,"The Shawshank Redemption
2019 Re-release",-,-,-,"$358,507",669,"$358,507",Sep 22,Fathom Events,false
360,The Tomorrow Man,-,-,-,"$354,103",207,"$354,103",May 22,Bleecker Street Media,false
361,"Star Trek: The Motion Picture
2019 Re-release",-,-,-,"$346,243",627,"$346,243",Sep 15,Fathom Events,false
362,Photograph,-,-,-,"$344,534",123,"$344,534",May 17,Amazon Studios,false
363,Diane,-,-,-,"$336,166",64,"$336,166",Mar 29,IFC Films,false
364,"Millennium Actress
2019 Re-release",-,-,-,"$335,609",512,"$225,250",Aug 13,Fathom Events,false
365,"A Silent Voice: The Movie
2019 Re-release",-,-,-,"$333,984",581,"$333,984",Jan 28,Fathom Events,false
366,The Big Fight Live: IBF Welterweight Title: Errol Spence Jr. vs. Mikey Garcia,-,-,-,"$328,979",288,"$328,979",Mar 16,Fathom Events,false
367,P Storm,-,-,-,"$326,711",30,"$326,711",Apr 4,-,false
368,Fleabag,-,-,-,"$326,283",399,"$326,283",Nov 18,Fathom Events,false
369,Sword of Trust,-,-,-,"$322,421",78,"$322,421",Jul 12,IFC Films,false
370,Lucy in the Sky,-,-,-,"$319,976",231,"$319,976",Oct 4,Fox Searchlight Pictures,false
371,You Are Here: A Come From Away Story,-,-,-,"$318,885",781,"$318,885",Sep 11,Fathom Events,false
372,Josh Groban Bridges Live from Madison Square Garden,-,-,-,"$315,173",390,"$315,173",Feb 8,Trafalgar Releasing,false
373,Bolshoi Ballet: The Sleeping Beauty,-,-,-,"$311,368",355,"$311,368",Mar 10,Fathom Events,false
374,DanTDM Presents The Contest,-,-,-,"$307,484",684,"$307,484",Nov 2,Fathom Events,false
375,K-12,-,-,-,"$303,230",81,"$303,230",Sep 5,Abramorama,false
376,Aquarela,-,-,-,"$302,864",69,"$307,346",Aug 16,Sony Pictures Classics,false
377,Ask Dr. Ruth,-,-,-,"$297,195",110,"$297,195",May 3,Magnolia Pictures,false
378,Line Walker 2: Invisible Spy,-,-,-,"$296,751",17,"$296,751",Aug 16,Well Go USA Entertainment,false
379,Junglee,-,-,-,"$295,784",70,"$295,784",Mar 29,Viva Pictures,false
380,The Giant Spider Invasion,-,-,-,"$293,053",685,"$293,053",Aug 15,Fathom Events,false
381,Stockholm,-,-,-,"$292,590",122,"$292,590",Apr 12,-,false
382,"The Godfather: Part II
45th Anniversary",-,-,-,"$291,754",681,"$291,754",Nov 10,Fathom Events,false
383,Killerman,-,-,-,"$291,477",322,"$291,477",Aug 30,Blue Fox Entertainment,false
384,The Bravest,-,-,-,"$290,217",150,"$290,217",Aug 9,Sony Pictures Entertainment (SPE),false
385,Saga of Tanya the Evil - The Movie,-,-,-,"$288,460",518,"$288,460",May 16,Fathom Events,false
386,Khalid: Free Spirit,-,-,-,"$284,229",382,"$284,229",Apr 3,Trafalgar Releasing,false
387,Mike Wallace Is Here,-,-,-,"$281,245",39,"$281,245",Jul 26,Magnolia Pictures,false
388,The Whistleblower,-,-,-,"$280,851",133,"$280,851",Dec 6,CMC Pictures,false
389,Octaman,-,-,-,"$280,710",668,"$280,710",Apr 18,Fathom Events,false
390,The Nutcracker and the Four Realms,-,-,-,"$277,082","3,766","$54,858,851",Nov 2,Walt Disney Studios Motion Pictures,false
391,I Want to Eat Your Pancreas,-,-,-,"$277,019",427,"$277,019",Feb 7,Fathom Events,false
392,Freaks,-,-,-,"$276,591",111,"$276,591",Sep 13,Well Go USA Entertainment,false
393,"True Grit
2019 Re-release",-,-,-,"$276,418",614,"$276,418",May 5,Fathom Events,false
394,"The Tale of The Princess Kaguya
2019 Re-release",-,-,-,"$271,681",737,"$271,681",Dec 16,Fathom Events,false
395,Shakira in Concert: El Dorado World Tour,-,-,-,"$271,586",500,"$271,586",Nov 13,Trafalgar Releasing,false
396,Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,-,-,-,"$271,489",614,"$271,489",Jul 23,Fathom Events,false
397,One Child Nation,-,-,-,"$270,128",36,"$270,128",Aug 9,Amazon Studios,false
398,Just Mercy,-,-,-,"$267,881","2,457","$36,001,502",Dec 25,Warner Bros.,false
399,Slayer: The Repentless Killogy,-,-,-,"$266,895",494,"$268,727",Nov 6,Trafalgar Releasing,false
400,Luzia: Cirque du Soleil in Cinema,-,-,-,"$265,673",784,"$265,673",Oct 29,Fathom Events,false
401,Out of Liberty,-,-,-,"$265,279",36,"$265,279",Sep 13,Purdie Distribution,false
402,Modest Heroes,-,-,-,"$264,579",370,"$178,027",Jan 10,Fathom Events,false
403,Smallfoot,-,-,-,"$263,482","4,131","$83,240,103",Sep 28,Warner Bros.,false
404,Star Raiders: The Adventures of Saber Raine,-,-,-,"$260,234",665,"$260,234",Jun 6,Fathom Events,false
405,Mobile Suit Gundam Narrative,-,-,-,"$259,224",449,"$259,224",Feb 19,Fathom Events,false
406,Her Smell,-,-,-,"$255,599",69,"$255,599",Apr 12,Gunpowder & Sky,false
407,Lords of Chaos,-,-,-,"$253,184",75,"$253,184",Feb 8,Gunpowder & Sky,false
408,Bolshoi Ballet: The Nutcracker,-,-,-,"$252,935",401,"$303,000",Dec 15,Fathom Events,false
409,"When Harry Met Sally...
30th Anniversary",-,-,-,"$252,320",660,"$252,320",Dec 1,Fathom Events,false
410,I Got the Hook Up 2,-,-,-,"$252,293",40,"$252,293",Jul 12,-,false
411,Canal Street,-,-,-,"$251,917",73,"$251,917",Jan 18,-,false
412,Meeting Gorbachev,-,-,-,"$251,837",42,"$251,837",May 3,1091 Pictures,false
413,The Twilight Zone: A 60th Anniversary Celebration,-,-,-,"$248,514",677,"$248,514",Nov 14,Fathom Events,false
414,Doctor Who: The End of Time: Part One,-,-,-,"$247,798",745,"$247,798",Aug 7,Fathom Events,false
415,Friendsgiving Day #1,-,-,-,"$246,168",766,"$246,168",Nov 24,Fathom Events,false
416,63 Up,-,-,-,"$240,715",28,"$483,684",Nov 27,BritBox,false
417,311 Enlarged to Show Detail 3,-,-,-,"$238,791",239,"$238,791",Mar 11,Trafalgar Releasing,false
418,Give Me Liberty,-,-,-,"$238,130",18,"$242,734",Aug 23,Music Box Films,false
419,American Woman,-,-,-,"$236,637",117,"$236,637",Jun 14,Roadside Attractions,false
420,Romeo Akbar Walter,-,-,-,"$236,299",101,"$236,299",Apr 5,Eros International,false
421,Premier Boxing Champions: PBC on FOX: Spence vs. Porter,-,-,-,"$232,973",239,"$232,973",Sep 28,Fathom Events,false
422,DAZN Boxing: Canelo Alvarez vs. Daniel Jacobs,-,-,-,"$230,703",426,"$230,703",May 4,Fathom Events,false
423,Under the Sea 3D,-,-,-,"$229,299",108,"$36,262,926",Feb 13,Warner Bros.,false
424,Mine 9,-,-,-,"$226,421",29,"$226,421",Apr 12,-,false
425,Premier Boxing Champions: PBC on FOX PPV: Pacquiao vs. Thurman,-,-,-,"$223,858",194,"$223,858",Jul 20,Fathom Events,false
426,Never Surrender: A Galaxy Quest Documentary,-,-,-,"$222,971",556,"$222,971",Nov 26,Fathom Events,false
427,First Love,-,-,-,"$218,329",40,"$218,329",Sep 27,Well Go USA Entertainment,false
428,"The Gangster, the Cop, the Devil",-,-,-,"$216,494",21,"$216,494",Jun 7,Well Go USA Entertainment,false
429,"The Karate Kid
2019 Re-release",-,-,-,"$215,447",588,"$215,447",Mar 31,Fathom Events,false
430,The Possession of Hannah Grace,-,-,-,"$215,212","2,298","$14,837,422",Nov 30,Screen Gems,false
431,"Hamlet
2019 Re-release",-,-,-,"$214,578",572,"$214,578",Jul 8,Fathom Events,false
432,"Faith, Hope & Love",-,-,-,"$210,091",18,"$210,091",Mar 15,ArtAffects Entertainment,false
433,Master Z: The Ip Man Legacy,-,-,-,"$209,454",61,"$209,454",Apr 12,Well Go USA Entertainment,false
434,Kathy Griffin: A Hell of a Story,-,-,-,"$208,907",648,"$208,907",Jul 31,Fathom Events,false
435,Play the Flute,-,-,-,"$207,663",11,"$254,475",Jan 28,Five & Two Pictures,false
436,Bolshoi Ballet: Carmen Suite/Petrushka,-,-,-,"$207,523",362,"$207,523",May 19,Fathom Events,false
437,The Iron Orchard,-,-,-,"$204,881",42,"$204,881",Feb 22,-,false
438,Hesburgh,-,-,-,"$204,709",36,"$204,709",Apr 26,Music Box Films,false
439,Venom,-,-,-,"$203,111","4,250","$213,515,506",Oct 5,Sony Pictures Entertainment (SPE),false
440,"Forrest Gump
2019 Re-release",-,-,-,"$203,088",560,"$203,088",Jun 23,Fathom Events,false
441,Dabangg 3,-,-,-,"$202,000",294,"$202,000",Dec 20,Yash Raj Films,false
442,Blink of an Eye,-,-,-,"$201,874",517,"$201,874",Sep 12,Fathom Events,false
443,Friendsgiving Day #2,-,-,-,"$198,869",766,"$198,869",Nov 25,Fathom Events,false
444,Chasing the Dragon II: Wild Wild Bunch,-,-,-,"$196,634",16,"$196,634",Jun 7,Well Go USA Entertainment,false
445,Family,-,-,-,"$194,601",107,"$194,601",Apr 19,The Film Arcade,false
446,A Beautiful Planet,-,-,-,"$190,603",155,"$15,650,615",Apr 29,IMAX,false
447,Heading Home: The Tale of Team Israel,-,-,-,"$190,583",7,"$207,533",Dec 14,Menemsha Films,false
448,Bolshoi Ballet: Le Corsaire,-,-,-,"$190,192",383,"$190,192",Nov 17,Fathom Events,false
449,The Divine Plan,-,-,-,"$190,031",-,"$190,031",Nov 6,Fathom Events,false
450,Pagalpanti,-,-,-,"$189,666",116,"$423,340",Nov 22,Eros International,false
451,"Mr. Klein
Re-release",-,-,-,"$188,287",6,"$193,028",Sep 6,Rialto Pictures,false
452,42nd Street: The Musical,-,-,-,"$187,440",515,"$187,440",May 1,Fathom Events,false
453,The River and the Wall,-,-,-,"$185,504",57,"$183,602",May 3,Gravitas Ventures,false
454,To Dust,-,-,-,"$184,495",23,"$184,495",Feb 8,Good Deed Entertainment,false
455,Giant Little Ones,-,-,-,"$181,507",32,"$181,507",Mar 1,Vertical Entertainment,false
456,Raymonda: Bolshoi Ballet,-,-,-,"$181,361",383,"$181,361",Oct 27,Fathom Events,false
457,"Bolshoi Ballet: Raymonda
domestic",-,-,-,"$181,361",383,"$181,361",Oct 27,Fathom Events,false
458,Robin Hood,-,-,-,"$179,615","2,827","$30,824,628",Nov 21,Lionsgate,false
459,The Warrior Queen of Jhansi,-,-,-,"$177,289",277,"$177,289",Nov 15,Roadside Attractions,false
460,India's Most Wanted,-,-,-,"$176,858",110,"$176,858",May 24,FIP,false
461,"Iyengar: The Man, Yoga, and the Student's Journey",-,-,-,"$176,387",11,"$176,387",Apr 12,Kino Lorber,false
462,"Tigers Are Not Afraid
2019 Re-release",-,-,-,"$175,559",19,"$175,559",Aug 21,Variance Films,false
463,Marjaavaan,-,-,-,"$174,164",65,"$174,164",Nov 15,Eros International,false
464,Ashfall,-,-,-,"$172,987",18,"$372,562",Dec 19,Capelight Pictures,false
465,Bolshoi Ballet: The Golden Age,-,-,-,"$171,916",360,"$171,916",Apr 7,Fathom Events,false
466,Nureyev: Lifting the Curtain,-,-,-,"$170,038",18,"$165,203",Apr 19,CineLife Entertainment,false
467,Frankie,-,-,-,"$169,866",117,"$171,781",Oct 25,Sony Pictures Classics,false
468,Indian Horse,-,-,-,"$168,876",9,"$2,097,362",Apr 13,Elevation Pictures,false
469,"Asbury Park: Riot, Redemption, Rock & Roll",-,-,-,"$167,684",270,"$167,684",May 22,Trafalgar Releasing,false
470,The Bad Guys: The Movie,-,-,-,"$166,972",11,"$166,972",Sep 20,CJ Entertainment,false
471,Bright Ones,-,-,-,"$165,627",614,"$165,627",Apr 22,Fathom Events,false
472,Sunset,-,-,-,"$164,906",37,"$164,906",Mar 22,Sony Pictures Classics,false
473,INXS: Baby Live at Wembly Stadium,-,-,-,"$161,750",516,"$161,750",Dec 9,Fathom Events,false
474,"Monty Python's Life of Brian
2019 Re-release",-,-,-,"$161,507",125,"$161,507",Apr 18,Trafalgar Releasing,false
475,"Diana Ross: Her Life, Love and Legacy",-,-,-,"$160,968",623,"$160,968",Mar 26,Fathom Events,false
476,"Batman
2019 Re-release",-,-,-,"$159,419",489,"$159,419",May 4,Fathom Events,false
477,Them That Follow,-,-,-,"$159,218",195,"$159,218",Aug 2,1091 Pictures,false
478,Synonyms,-,-,-,"$158,181",13,"$206,003",Oct 25,Kino Lorber,false
479,The World Before Your Feet,-,-,-,"$156,821",11,"$268,644",Nov 21,Greenwich Entertainment,false
480,Money,-,-,-,"$155,732",11,"$155,732",Mar 21,CJ Entertainment,false
481,The Death & Life of John F. Donovan,-,-,-,"$152,713",25,"$152,713",Aug 23,Entertainment One,false
482,Halston,-,-,-,"$151,991",30,"$148,063",May 24,The Orchard,false
483,Peterloo,-,-,-,"$151,971",92,"$151,971",Apr 5,Amazon Studios,false
484,Before You Know It,-,-,-,"$151,507",31,"$151,507",Aug 30,1091 Pictures,false
485,Jay Myself,-,-,-,"$151,331",17,"$151,331",Jul 31,Oscilloscope,false
486,"Glory
2019 Re-release",-,-,-,"$150,801",435,"$150,801",Jul 21,Fathom Events,false
487,The Samuel Project,-,-,-,"$150,478",2,"$161,565",Sep 28,-,false
488,Little Woods,-,-,-,"$150,010",33,"$150,010",Apr 19,Neon,false
489,Trial by Fire,-,-,-,"$148,504",109,"$148,504",May 17,Roadside Attractions,false
490,War and Peace,-,-,-,"$148,503",3,"$148,503",Feb 15,Janus Films,false
491,Dogman,-,-,-,"$148,225",12,"$148,225",Apr 12,Magnolia Pictures,false
492,Framing John DeLorean,-,-,-,"$145,625",28,"$145,625",Jun 7,IFC Films,false
493,Hampstead,-,-,-,"$144,396",18,"$144,396",Jun 14,IFC Films,false
494,Doctor Who: Logopolis,-,-,-,"$143,248",428,"$143,248",Mar 13,Fathom Events,false
495,Hubble 3D,-,-,-,"$142,163",151,"$52,522,904",Mar 19,Warner Bros.,false
496,Canelo vs. Kovalev,-,-,-,"$140,820",471,"$140,820",Nov 2,Fathom Events,false
497,The Last Resort,-,-,-,"$140,330",13,"$158,646",Dec 21,Kino Lorber,false
498,Wilder vs. Ortiz,-,-,-,"$139,207",186,"$139,207",Nov 23,Fathom Events,false
499,Who Will Write Our History,-,-,-,"$138,039",6,"$138,039",Jan 18,Abramorama,false
500,Rafiki,-,-,-,"$137,968",26,"$137,968",Apr 19,Film Movement,false
501,Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,-,-,-,"$137,888",-,"$137,888",Nov 7,Fathom Events,false
502,The Other Story,-,-,-,"$135,191",11,"$135,191",Jun 28,Strand Releasing,false
503,Okko's Inn,-,-,-,"$134,787",465,"$134,787",Apr 22,GKIDS,false
504,Palau the Movie,-,-,-,"$134,696",135,"$134,696",Mar 29,Trafalgar Releasing,false
505,Burning,-,-,-,"$134,130",27,"$718,991",Oct 26,Well Go USA Entertainment,false
506,Made in Abyss: Journey's Dawn,-,-,-,"$134,047",573,"$134,047",Mar 20,Fathom Events,false
507,Peppa Celebrates Chinese New Year,-,-,-,"$131,225",67,"$131,225",Feb 6,STX Entertainment,false
508,Mister America,-,-,-,"$130,897",125,"$130,897",Oct 9,Magnolia Pictures,false
509,The Zoya Factor,-,-,-,"$128,831",100,"$128,831",Sep 20,FIP,false
510,Woodstock,-,-,-,"$126,562",781,"$126,562",Aug 15,Fathom Events,false
511,"Paris Is Burning
2019 Re-release",-,-,-,"$125,677",6,"$125,677",Jun 14,Janus Films,false
512,Lost & Found,-,-,-,"$125,173",6,"$125,173",Mar 29,-,false
513,"Mary Magdalene
2019 Re-release",-,-,-,"$124,741",62,"$124,741",Apr 12,IFC Films,false
514,"Easy Rider
2019 Re-release",-,-,-,"$123,276",252,"$123,276",Jul 14,Fathom Events,false
515,Born to Be Wild,-,-,-,"$121,961",208,"$25,978,556",Apr 8,Warner Bros.,false
516,A Tuba to Cuba,-,-,-,"$121,772",16,"$121,772",Feb 15,Blue Fox Entertainment,false
517,Avant qu'on explose,-,-,-,"$119,894",35,"$119,894",Mar 1,Entertainment One,false
518,Portrait of a Lady on Fire,-,-,-,"$118,603",334,"$3,759,854",Dec 6,Neon,false
519,The Fall of the American Empire,-,-,-,"$118,515",73,"$2,178,460",Jun 29,Entertainment One,false
520,"Ruben Brandt, Collector
2018 Re-release",-,-,-,"$117,963",43,"$117,963",Feb 15,Sony Pictures Classics,false
521,The Reports on Sarah and Saleem,-,-,-,"$117,479",11,"$117,479",Jun 12,Dada Films,false
522,Mob Psycho 100,-,-,-,"$115,766",375,"$115,766",Jan 5,Fathom Events,false
523,Police Story,-,-,-,"$113,164",7,"$113,164",Feb 1,Janus Films,false
524,Be Natural: The Untold Story of Alice Guy-Blaché,-,-,-,"$111,998",14,"$115,804",Apr 19,Zeitgeist Films,false
525,The Kingmaker,-,-,-,"$109,948",18,"$122,587",Nov 8,Greenwich Entertainment,false
526,Babylon,-,-,-,"$109,749",9,"$109,749",Mar 8,Kino Lorber,false
527,Branagh Theatre Live: The Winter's Tale,-,-,-,"$108,403",106,"$141,143",Dec 4,Trafalgar Releasing,false
528,"The Audience
2019 Re-release",-,-,-,"$106,529",529,"$106,529",Jun 3,Fathom Events,false
529,The Brink,-,-,-,"$106,057",124,"$106,057",Mar 28,Magnolia Pictures,false
530,"Belle and Sebastian, Friends for Life
2018 Re-release",-,-,-,"$105,890",38,"$105,890",Jan 25,Entertainment One,false
531,Cold Case Hammarskjöld,-,-,-,"$104,965",15,"$104,965",Aug 16,Magnolia Pictures,false
532,"Downtown 81
2019 Re-release",-,-,-,"$104,646",8,"$123,387",Oct 25,Metrograph Pictures,false
533,Miss & Mrs. Cops,-,-,-,"$104,578",9,"$104,578",May 10,CJ Entertainment,false
534,Penguin Highway,-,-,-,"$104,567",168,"$104,567",Apr 12,Eleven Arts,false
535,Anthropocene: The Human Epoch,-,-,-,"$104,488",110,"$104,806",Sep 25,Kino Lorber,false
536,The Divine Fury,-,-,-,"$102,982",23,"$102,982",Aug 16,Well Go USA Entertainment,false
537,Walking on Water,-,-,-,"$102,140",9,"$102,140",May 17,Kino Lorber,false
538,Mojin: The Worm Valley,-,-,-,"$101,516",17,"$101,516",Jan 4,Well Go USA Entertainment,false
539,Wonders of the Sea,-,-,-,"$100,780",266,"$100,780",Jan 17,Fathom Events,false
540,Mirai,-,-,-,"$100,766",780,"$812,794",Nov 29,GKIDS,false
