Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
556,Dealt,-,-,-,"$30,414",10,"$30,414",Oct 20,IFC Films,false
557,On the Beach at Night Alone,-,-,-,"$30,413",3,"$37,489",Nov 17,The Cinema Guild,false
558,Deep Sea,-,-,-,"$30,203",47,"$46,412,757",Mar 3,Warner Bros.,false
559,In Pursuit of Silence,-,-,-,"$29,834",2,"$29,834",Jun 23,The Cinema Guild,false
560,Uncertain,-,-,-,"$29,736",6,"$29,736",Mar 6,-,false
561,Signature Move,-,-,-,"$29,609",2,"$31,551",Sep 29,Newcity,false
562,Lemon,-,-,-,"$29,258",13,"$29,258",Aug 18,Magnolia Pictures,false
563,False Confessions,-,-,-,"$29,245",3,"$29,245",Jul 14,Big World Pictures,false
564,Berlin Syndrome,-,-,-,"$28,660",25,"$28,660",May 26,Vertical Entertainment,false
565,Brimstone & Glory,-,-,-,"$28,558",8,"$32,059",Oct 27,Oscilloscope,false
566,Wait for Your Laugh,-,-,-,"$28,548",5,"$73,585",Nov 3,Vitagraph Films,false
567,Mali Blues,-,-,-,"$28,201",5,"$26,950",Feb 13,Icarus Films,false
568,Ribbons,-,-,-,"$27,959",5,"$27,959",Sep 22,Indican Pictures,false
569,Radio Dreams,-,-,-,"$27,836",5,"$27,836",May 19,Matson Films,false
570,The Villainess,-,-,-,"$27,741",4,"$27,741",Aug 25,Well Go USA Entertainment,false
571,The Untamed,-,-,-,"$27,593",8,"$27,593",Jul 21,Strand Releasing,false
572,The Crime of Monsieur Lange,-,-,-,"$27,474",3,"$36,438",Nov 17,Rialto Pictures,false
573,30 Years of Garbage: The Garbage Pail Kids Story,-,-,-,"$26,804",2,"$27,739",Aug 11,Indican Pictures,false
574,Nocturama,-,-,-,"$26,291",90,"$30,157",Aug 11,Grasshopper Film,false
575,They Call Us Monsters,-,-,-,"$26,184",8,"$26,080",Jan 9,Matson Films,false
576,Bronx Gothic,-,-,-,"$25,997",4,"$27,151",Jul 14,Grasshopper Film,false
577,The Old Dark House,-,-,-,"$25,678",1,"$25,678",Oct 27,Cohen Media Group,false
578,Saving Brinton,-,-,-,"$25,320",10,"$56,218",Sep 17,-,false
579,Spettacolo,-,-,-,"$25,040",5,"$32,494",Sep 8,Grasshopper Film,false
580,"Paradise
2017 Re-release",-,-,-,"$24,749",5,"$24,749",Nov 17,Carusel,false
581,The Departure,-,-,-,"$24,662",7,"$24,662",Oct 13,Matson Films,false
582,Naples '44,-,-,-,"$24,620",2,"$24,620",Nov 29,First Run,false
583,Jasmine,-,-,-,"$24,248",3,"$24,248",Jun 16,Indican Pictures,false
584,Marius/Fanny/César,-,-,-,"$23,948",1,"$24,787",Jan 4,Janus Films,false
585,Simple Creature,-,-,-,"$23,918",3,"$23,918",Aug 5,Indican Pictures,false
586,Queen of Katwe,-,-,-,"$23,636","1,259","$8,874,389",Sep 23,Walt Disney Studios Motion Pictures,false
587,"A Woman, a Part",-,-,-,"$23,562",3,"$23,562",Mar 22,Strand Releasing,false
588,For Ahkeem,-,-,-,"$23,136",4,"$23,136",Oct 13,Vitagraph Films,false
589,Finding Oscar,-,-,-,"$23,116",16,"$23,116",Apr 14,FilmRise,false
590,The Grace of Jake,-,-,-,"$23,078",2,"$23,078",Feb 3,Indican Pictures,false
591,The Recall,-,-,-,"$22,943",31,"$22,943",Jun 2,Freestyle Releasing,false
592,My Scientology Movie,-,-,-,"$22,936",6,"$22,936",Mar 10,Magnolia Pictures,false
593,Una,-,-,-,"$22,815",7,"$22,815",Oct 6,Eammon Films,false
594,Paradise Club,-,-,-,"$22,381",3,"$22,381",Sep 8,Indican Pictures,false
595,The Transfiguration,-,-,-,"$22,091",8,"$22,091",Apr 7,Strand Releasing,false
596,The Lucky Man,-,-,-,"$22,073",3,"$25,015",Dec 21,Indican Pictures,false
597,Bending the Arc,-,-,-,"$21,907",3,"$21,907",Oct 6,Abramorama,false
598,The Passion of Joan of Arc,-,-,-,"$21,877",1,"$21,877",Nov 24,Janus Films,false
599,The Girl Without Hands,-,-,-,"$21,787",7,"$21,787",Jul 21,GKIDS,false
600,Trophy,-,-,-,"$21,439",21,"$21,439",Sep 8,The Orchard,false
601,God Knows Where I Am,-,-,-,"$21,135",6,"$21,135",Mar 31,Bond/360,false
602,Massacre on Aisle 12,-,-,-,"$21,106",3,"$21,106",Jan 27,Indican Pictures,false
603,A Beginner's Guide to Snuff,-,-,-,"$21,031",3,"$21,031",Jun 23,Indican Pictures,false
604,Whisky Galore,-,-,-,"$20,991",4,"$20,991",May 12,Arrow Films,false
605,Man Underground,-,-,-,"$20,907",5,"$20,907",Jul 14,Indican Pictures,false
606,All These Sleepless Nights,-,-,-,"$20,762",5,"$20,762",Apr 7,The Orchard,false
607,The Blackcoat's Daughter,-,-,-,"$20,435",26,"$20,435",Mar 31,A24,false
608,RV: Resurrected Victims,-,-,-,"$20,374",11,"$20,374",Oct 20,Well Go USA Entertainment,false
609,Better Watch Out,-,-,-,"$20,369",25,"$20,369",Oct 6,Well Go USA Entertainment,false
610,Absolutely Anything,-,-,-,"$20,169",46,"$20,169",May 12,Atlas Distribution Company,false
611,The Man from Outer Space,-,-,-,"$20,102",2,"$20,102",Sep 8,Indican Pictures,false
612,"Heat and Dust
2017 Re-release",-,-,-,"$19,856",4,"$19,856",Sep 1,Cohen Media Group,false
613,Trafficked,-,-,-,"$19,698",17,"$19,698",Oct 6,-,false
614,That Most Important Thing: Love,-,-,-,"$19,120",2,"$19,120",Jul 14,Rialto Pictures,false
615,Contemporary Color,-,-,-,"$19,087",5,"$15,305",Mar 1,Oscilloscope,false
616,Carrie Pilby,-,-,-,"$18,957",6,"$18,957",Mar 31,The Orchard,false
617,Bobbi Jene,-,-,-,"$18,579",3,"$18,579",Sep 22,Oscilloscope,false
618,All the Rage,-,-,-,"$18,489",1,"$18,489",Jun 23,The Film Collaborative,false
619,Burden,-,-,-,"$18,440",13,"$18,440",May 5,Magnolia Pictures,false
620,Glory,-,-,-,"$18,415",2,"$18,415",Apr 12,Film Movement,false
621,Mansfield 66/67,-,-,-,"$17,930",12,"$17,930",Oct 27,FilmBuff,false
622,The Last Shaman,-,-,-,"$17,844",4,"$17,844",May 12,Abramorama,false
623,Sacred,-,-,-,"$17,740",4,"$17,740",May 5,Argot Pictures,false
624,Bad Grandmas,-,-,-,"$17,688",6,"$17,688",Nov 3,Parade Deck Films,false
625,Harmonium,-,-,-,"$17,191",4,"$17,191",Jun 16,Film Movement,false
626,Food Evolution,-,-,-,"$17,181",3,"$17,181",Jun 23,Abramorama,false
627,"The Sacrifice
2017 Re-release",-,-,-,"$16,820",4,"$61,018",Oct 20,Kino Lorber,false
628,Swim Team,-,-,-,"$16,783",3,"$16,783",Jul 7,Argot Pictures,false
629,The Freedom to Marry,-,-,-,"$16,611",3,"$16,611",Mar 3,Argot Pictures,false
630,Brave New Jersey,-,-,-,"$16,544",14,"$16,544",Aug 4,Gravitas Ventures,false
631,Mission Control: The Unsung Heroes of Apollo,-,-,-,"$16,405",15,"$16,405",Apr 14,-,false
632,All the Queen's Horses,-,-,-,"$16,172",1,"$16,172",Nov 10,Argot Pictures,false
633,"Kills On Wheels
2016 Re-release",-,-,-,"$15,898",1,"$15,898",Oct 20,Kino Lorber,false
634,Escapes,-,-,-,"$15,712",4,"$17,778",Jul 28,Grasshopper Film,false
635,Miss Sloane,-,-,-,"$15,610","1,648","$3,500,605",Nov 25,EuropaCorp,false
636,The Wound,-,-,-,"$15,533",2,"$30,678",Mar 15,Kino Lorber,false
637,Hunter Gatherer,-,-,-,"$15,395",21,"$19,462",Nov 18,Matson Films,false
638,Victor,-,-,-,"$15,273",12,"$117,755",Sep 15,CanZion Films,false
639,SHOT! The Psycho-Spiritual Mantra of Rock,-,-,-,"$15,157",2,"$15,157",Apr 7,Magnolia Pictures,false
640,Rebels on Pointe,-,-,-,"$15,088",3,"$15,088",Nov 15,Icarus Films,false
641,Paradise,-,-,-,"$14,873",3,"$14,873",Oct 6,Film Movement,false
642,Vince Giordano: There's a Future in the Past,-,-,-,"$14,807",1,"$14,807",Jan 13,First Run,false
643,The Farthest,-,-,-,"$14,773",2,"$14,773",Aug 11,Abramorama,false
644,"Antarctica: Ice and Sky
2017 Re-release",-,-,-,"$14,475",5,"$14,475",Jan 20,Music Box Films,false
645,Brotherhood of Blades 2,-,-,-,"$14,204",2,"$14,204",Dec 1,Well Go USA Entertainment,false
646,The Leisure Seeker,-,-,-,"$14,145",353,"$3,226,443",Dec 15,Sony Pictures Classics,false
647,Abracadabra,-,-,-,"$13,975",10,"$13,975",Sep 15,Sony Pictures Entertainment (SPE),false
648,Time to Die,-,-,-,"$13,707",3,"$13,707",Sep 15,Film Movement,false
649,After Love,-,-,-,"$13,693",5,"$13,693",Aug 9,Distrib Films,false
650,Red Trees,-,-,-,"$13,666",9,"$13,666",Sep 15,Cohen Media Group,false
651,The Beatles: Eight Days a Week - The Touring Years,-,-,-,"$13,603",155,"$2,930,414",Sep 15,Abramorama,false
652,Legend of the Naga Pearls,-,-,-,"$13,588",4,"$13,588",Aug 25,Well Go USA Entertainment,false
653,Charged: The Eduardo Garcia Story,-,-,-,"$13,484",3,"$15,920",Oct 4,GathrFilms,false
654,In the Fade,-,-,-,"$13,394",35,"$321,011",Dec 27,Magnolia Pictures,false
655,Birdboy: The Forgotten Children,-,-,-,"$13,157",9,"$38,786",Dec 15,GKIDS,false
656,Taipei Story,-,-,-,"$12,897",1,"$12,897",Mar 17,Janus Films,false
657,Song Of Granite,-,-,-,"$12,888",7,"$16,182",Nov 15,Oscilloscope,false
658,"Intent to Destroy: Death, Denial & Depiction",-,-,-,"$12,842",3,"$13,194",Nov 10,Abramorama,false
659,Junction 48,-,-,-,"$12,795",2,"$12,795",Mar 3,The Orchard,false
660,4 Days in France,-,-,-,"$12,769",2,"$12,273",Aug 4,The Cinema Guild,false
661,Last Men in Aleppo,-,-,-,"$12,696",5,"$14,637",May 5,Grasshopper Film,false
662,Heal,-,-,-,"$12,668",1,"$12,668",Oct 20,Paladin,false
663,Keep Quiet,-,-,-,"$12,615",3,"$50,451",Feb 17,Kino Lorber,false
664,Blind,-,-,-,"$12,522",14,"$12,522",Jul 14,Vertical Entertainment,false
665,Seven Beauties,-,-,-,"$12,408",2,"$12,408",Apr 14,Kino Lorber,false
666,The Magnificent Seven,-,-,-,"$12,402","3,696","$93,432,655",Sep 23,Sony Pictures Entertainment (SPE),false
667,Staying Vertical,-,-,-,"$12,158",4,"$12,158",Jan 20,Strand Releasing,false
668,Frank Serpico,-,-,-,"$11,925",6,"$11,925",Nov 1,IFC Films,false
669,Sweet Virginia,-,-,-,"$11,753",8,"$11,753",Nov 17,IFC Films,false
670,Dead Awake,-,-,-,"$11,528",12,"$11,528",May 12,FilmRise,false
671,The Son of Joseph,-,-,-,"$11,456",3,"$30,588",Sep 29,Kino Lorber,false
672,Beside Bowie: The Mick Ronson Story,-,-,-,"$11,400",2,"$11,400",Aug 25,Parade Deck Films,false
673,I Can Speak,-,-,-,"$11,376",2,"$63,239",Sep 22,CJ Entertainment,false
674,Mifune: The Last Samurai,-,-,-,"$11,320",9,"$62,279",Nov 25,Strand Releasing,false
675,Saigon Bodyguards,-,-,-,"$11,314",2,"$11,314",Feb 3,CJ Entertainment,false
676,Porto,-,-,-,"$11,263",2,"$15,126",Nov 17,Kino Lorber,false
677,Ugetsu,-,-,-,"$11,197",1,"$11,197",Mar 1,Janus Films,false
678,Shadowman,-,-,-,"$11,142",4,"$13,498",Dec 1,Film Movement,false
679,The Challenge,-,-,-,"$11,043",5,"$11,043",Sep 8,Kino Lorber,false
680,Permanent,-,-,-,"$10,988",8,"$12,847",Dec 15,Magnolia Pictures,false
681,In Search of Fellini,-,-,-,"$10,796",3,"$12,772",Sep 15,-,false
682,Lovesong,-,-,-,"$10,626",3,"$10,626",Feb 17,Strand Releasing,false
683,Clarence,-,-,-,"$10,495",2,"$10,495",Sep 1,Indican Pictures,false
684,Harry & Snowman,-,-,-,"$10,438",25,"$561,460",Sep 30,FilmRise,false
685,Amelia 2.0,-,-,-,"$10,233",1,"$10,233",Aug 4,TriCoast Worldwide,false
686,The Sunshine Makers,-,-,-,"$10,042",7,"$10,042",Jan 20,FilmRise,false
687,"Pelle the Conqueror
2017 Re-release",-,-,-,"$9,757",4,"$9,757",Feb 24,Film Movement,false
688,Machines,-,-,-,"$9,710",1,"$9,710",Aug 9,Kino Lorber,false
689,The Fiancé,-,-,-,"$9,553",4,"$23,986",Nov 11,Indican Pictures,false
690,Remember the Goal,-,-,-,"$9,285",77,"$119,100",Aug 26,Five & Two Pictures,false
691,Thirst Street,-,-,-,"$9,129",3,"$9,129",Sep 22,The Samuel Goldwyn Company,false
692,Lycan,-,-,-,"$9,110",5,"$9,110",Aug 18,Parade Deck Films,false
693,Painted Woman,-,-,-,"$9,047",4,"$10,298",Nov 10,-,false
694,Galapagos,-,-,-,"$8,861",14,"$18,630,372",Oct 29,IMAX,false
695,Amnesia,-,-,-,"$8,700",2,"$8,700",Jul 21,Film Movement,false
696,Félicité,-,-,-,"$8,679",5,"$12,433",Oct 27,Strand Releasing,false
697,Inspector Maigret,-,-,-,"$8,528",1,"$8,528",Oct 20,Kino Lorber,false
698,Irreplaceable,-,-,-,"$8,494",3,"$8,494",Feb 2,Distrib Films,false
699,The Eyes,-,-,-,"$8,448",3,"$9,104",Apr 7,Parade Deck Films,false
700,We Are the Flesh,-,-,-,"$8,438",3,"$8,438",Jan 13,Arrow Films,false
701,Natasha,-,-,-,"$8,325",1,"$8,325",Apr 28,Menemsha Films,false
702,Mr. Chibbs,-,-,-,"$8,302",1,"$8,302",May 3,Abramorama,false
703,Served Like a Girl,-,-,-,"$8,290",8,"$8,290",Aug 25,Entertainment Studios Motion Pictures,false
704,From Nowhere,-,-,-,"$8,109",2,"$8,109",Feb 17,FilmRise,false
705,Swept Away,-,-,-,"$7,876",2,"$7,876",Apr 14,Kino Lorber,false
706,The Ballad of Lefty Brown,-,-,-,"$7,856",2,"$7,856",Dec 15,A24,false
707,Overdrive,-,-,-,"$7,793",20,"$7,793",Oct 6,Vertical Entertainment,false
708,Maurizio Cattelan: Be Right Back,-,-,-,"$7,706",2,"$7,706",Apr 14,Bond/360,false
709,The Wrong Light,-,-,-,"$7,553",1,"$7,553",Jul 14,The Cinema Guild,false
710,Birthright: A War Story,-,-,-,"$7,519",1,"$7,519",Jul 14,Abramorama,false
711,Big Time,-,-,-,"$7,347",2,"$7,347",Dec 1,Abramorama,false
712,Another WolfCop,-,-,-,"$7,285",6,"$7,285",Dec 1,Parade Deck Films,false
713,The Jazz Funeral,-,-,-,"$7,103",2,"$7,103",Mar 10,Indican Pictures,false
714,A Kind of Loving,-,-,-,"$6,912",1,"$6,912",Apr 7,Rialto Pictures,false
715,Harry Benson: Shoot First,-,-,-,"$6,728",6,"$18,092",Dec 9,Magnolia Pictures,false
716,"Footnotes
2017 Re-release",-,-,-,"$6,660",2,"$6,660",Jul 14,Monument Releasing,false
717,Suntan,-,-,-,"$6,643",1,"$6,643",Mar 10,Strand Releasing,false
718,The Persian Connection,-,-,-,"$6,634",1,"$6,634",Jul 14,The Samuel Goldwyn Company,false
719,Elizabeth Blue,-,-,-,"$6,542",10,"$6,542",Sep 22,-,false
720,The Pathological Optimist,-,-,-,"$6,522",2,"$11,222",Sep 29,The Film Arcade,false
721,Scum,-,-,-,"$6,461",1,"$6,461",Jun 16,Kino Lorber,false
722,The Last Rampage,-,-,-,"$6,294",18,"$6,294",Sep 22,-,false
723,Inseparables,-,-,-,"$6,258",1,"$6,258",Oct 15,Film Movement,false
724,The Skyjacker's Tale,-,-,-,"$6,253",2,"$6,253",Jun 30,Strand Releasing,false
725,In the Steps of Trisha Brown,-,-,-,"$6,230",4,"$6,230",Feb 7,Icarus Films,false
726,Chosen,-,-,-,"$6,226",3,"$9,283",Dec 16,-,false
727,Arise from Darkness,-,-,-,"$6,112",1,"$6,112",Jan 6,Indican Pictures,false
728,The Fuzz,-,-,-,"$6,067",2,"$6,067",Jul 21,Indican Pictures,false
729,Dying to Know: Ram Dass & Timothy Leary,-,-,-,"$6,039",3,"$16,397",Jan 23,GathrFilms,false
730,"Koroshiya 1
2017 Re-release",-,-,-,"$5,986",4,"$20,285",Nov 10,Well Go USA Entertainment,false
731,The Seasons In Quincy: Four Portraits of John Berger,-,-,-,"$5,978",2,"$28,456",Aug 31,Icarus Films,false
732,"On Wings of Eagles
2017 Re-release",-,-,-,"$5,975",10,"$5,975",Nov 3,-,false
733,Starless Dreams,-,-,-,"$5,937",2,"$5,937",Jan 20,The Cinema Guild,false
734,"Kill Me, Deadly",-,-,-,"$5,936",3,"$36,027",Apr 1,Indican Pictures,false
735,Tad the Lost Explorer and the Secret of King Midas,-,-,-,"$5,874",100,"$5,874",Dec 1,Paramount Classics,false
736,The Work,-,-,-,"$5,853",2,"$5,853",Oct 27,The Orchard,false
737,Best Worst Thing That Ever Could Have Happened,-,-,-,"$5,839",7,"$106,986",Nov 18,Abramorama,false
738,The Dark Below,-,-,-,"$5,750",3,"$7,095",Mar 10,Parade Deck Films,false
739,The Vault,-,-,-,"$5,728",11,"$5,728",Sep 1,FilmRise,false
740,Trespass Against Us,-,-,-,"$5,711",20,"$5,711",Jan 20,A24,false
741,World War II - Episode 16 - Ardennes,-,-,-,"$5,638",6,"$5,638",Jan 6,Film Movement,false
742,"La Chinoise
2017 Re-release",-,-,-,"$5,631",1,"$5,631",Jul 21,Kino Lorber,false
743,Shut In,-,-,-,"$5,624","2,058","$6,900,335",Nov 11,EuropaCorp,false
744,No culpes al karma de lo que te pasa por gilipollas,-,-,-,"$5,614",10,"$5,614",Mar 24,Sony Pictures Entertainment (SPE),false
745,Gold,-,-,-,"$5,539",10,"$5,539",Dec 1,Sony Pictures Entertainment (SPE),false
746,Icaros: A Vision,-,-,-,"$5,510",1,"$5,510",May 19,-,false
747,The Man from Earth: Holocene,-,-,-,"$5,472",2,"$5,472",Oct 13,Parade Deck Films,false
748,Reset,-,-,-,"$5,454",2,"$5,454",Jan 13,FilmRise,false
749,The Daughter,-,-,-,"$5,331",2,"$26,376",Jan 27,Kino Lorber,false
750,Company Town,-,-,-,"$5,024",1,"$4,934",Sep 8,First Run,false
751,"Miss Kiet's Children
2017 Re-release",-,-,-,"$5,018",2,"$9,384",Dec 13,Icarus Films,false
752,Shot,-,-,-,"$4,701",10,"$4,701",Sep 22,Paladin,false
753,Night School,-,-,-,"$4,663",2,"$4,663",Jun 9,Oscilloscope,false
754,I Love You Both,-,-,-,"$4,661",7,"$4,661",Jun 9,Magnolia Pictures,false
755,The Tribes of Palos Verdes,-,-,-,"$4,651",9,"$11,603",Dec 1,IFC Films,false
756,Shakespeare-Wallah,-,-,-,"$4,650",1,"$4,650",Nov 10,Cohen Media Group,false
757,A Boy Called Po,-,-,-,"$4,550",10,"$4,550",Sep 1,Freestyle Releasing,false
758,Vengeance: A Love Story,-,-,-,"$4,526",11,"$4,526",Sep 15,FilmRise,false
759,The Pulitzer at 100,-,-,-,"$4,489",1,"$4,489",Jul 21,First Run,false
760,German Concentration Camps Factual Survey,-,-,-,"$4,468",1,"$4,468",Jan 6,First Run,false
761,30-LOVE,-,-,-,"$4,392",1,"$4,392",Sep 29,-,false
762,Bad Lucky Goat,-,-,-,"$4,283",4,"$5,088",Oct 13,Film Movement,false
763,My Father Die,-,-,-,"$4,252",10,"$4,252",Jan 20,FilmRise,false
764,Singularity,-,-,-,"$4,176",75,"$4,176",Nov 3,Vertical Entertainment,false
765,Badsville,-,-,-,"$4,153",2,"$4,153",Dec 1,-,false
766,Dalida,-,-,-,"$4,042",1,"$3,465",Aug 26,Under The Milky Way,false
767,Train to Busan,-,-,-,"$3,983",36,"$2,129,768",Jul 22,Well Go USA Entertainment,false
768,Emily,-,-,-,"$3,983",2,"$3,982",Jan 27,-,false
769,Dream Boat,-,-,-,"$3,981",1,"$3,981",Nov 3,Strand Releasing,false
770,The Woman Who Left,-,-,-,"$3,974",1,"$3,974",May 19,Kino Lorber,false
771,The Gender Card Flip,-,-,-,"$3,774",1,"$3,774",Sep 8,-,false
772,Soul on a String,-,-,-,"$3,669",2,"$3,669",May 19,Film Movement,false
773,The Lovely Month of May,-,-,-,"$3,570",3,"$55,038",Sep 13,Icarus Films,false
774,"The Beautiful Troublemaker
2017 Re-release",-,-,-,"$3,540",1,"$3,540",Nov 24,Cohen Media Group,false
775,Who's Crazy?,-,-,-,"$3,497",2,"$3,497",Mar 10,Kino Lorber,false
776,"Love, Sweat and Tears",-,-,-,"$3,482",2,"$3,482",Apr 7,Kino Lorber,false
777,Spices of Liberty,-,-,-,"$3,441",2,"$13,463",Oct 21,Hannover House,false
778,Speed Sisters,-,-,-,"$3,423",2,"$3,423",Jan 27,First Run,false
779,Amanda & Jack Go Glamping,-,-,-,"$3,352",12,"$3,352",Nov 10,Orion Pictures,false
780,Bad Match,-,-,-,"$3,351",10,"$3,351",Nov 3,Orion Pictures,false
781,On the Map,-,-,-,"$3,274",4,"$17,099",Nov 25,Hey Jude Productions,false
782,Planetarium,-,-,-,"$3,262",1,"$3,262",Aug 11,-,false
783,Justice,-,-,-,"$3,259","4,051","$3,259",Sep 15,-,false
784,The Bad Kids,-,-,-,"$3,249",6,"$6,226",Dec 16,FilmRise,false
785,Bugs,-,-,-,"$3,220",3,"$3,742",Jun 5,Kino Lorber,false
786,Tower,-,-,-,"$3,173",13,"$101,987",Sep 28,Kino Lorber,false
787,The Levelling,-,-,-,"$3,040",4,"$3,040",Mar 24,Monterey Media,false
788,Tanna,-,-,-,"$3,033",10,"$46,654",Sep 16,Lightyear Entertainment,false
789,Kepler's Dream,-,-,-,"$2,923",11,"$2,923",Dec 1,-,false
790,Demons,-,-,-,"$2,900",3,"$2,900",Oct 5,-,false
791,1898: Our Last Men in the Philippines,-,-,-,"$2,848",10,"$2,848",Mar 3,Sony Pictures Entertainment (SPE),false
792,I Dream in Another Language,-,-,-,"$2,739",1,"$2,739",Jul 28,FilmRise,false
793,No Home Movie,-,-,-,"$2,705",5,"$32,757",Feb 18,Icarus Films,false
794,Santoalla,-,-,-,"$2,684",1,"$2,684",Jul 19,Oscilloscope,false
795,Daughter of the Nile,-,-,-,"$2,640",1,"$2,640",Oct 27,Cohen Media Group,false
796,Take Me,-,-,-,"$2,583",2,"$2,583",May 5,The Orchard,false
797,Apprentice,-,-,-,"$2,578",3,"$2,578",Mar 3,Film Movement,false
798,New World Order,-,-,-,"$2,571",3,"$20,205",Sep 23,Indican Pictures,false
799,Miles,-,-,-,"$2,537",2,"$2,537",Jun 9,Freestyle Releasing,false
800,A Grin Without A Cat,-,-,-,"$2,531",1,"$43,616",May 1,Icarus Films,false
801,In Between,-,-,-,"$2,403",8,"$107,977",Jan 5,Film Movement,false
802,Under the Sun,-,-,-,"$2,258",6,"$105,036",Jul 6,Icarus Films,false
803,Red Christmas,-,-,-,"$2,255",3,"$2,255",Aug 25,Artsploitation Films,false
804,Behind the White Glasses,-,-,-,"$2,223",1,"$2,223",Apr 21,Kino Lorber,false
805,7 from Etheria,-,-,-,"$2,208",2,"$2,208",Jul 7,Parade Deck Films,false
806,Dayveon,-,-,-,"$2,077",3,"$2,077",Sep 13,FilmRise,false
807,The Ghoul,-,-,-,"$2,032",4,"$2,032",Aug 4,Arrow Films,false
808,"Intent to Destroy: Death, Denial & Depiction
2017 Re-release",-,-,-,"$1,990",2,"$18,340",Dec 4,GathrFilms,false
809,"Accidental Courtesy: Daryl Davis, Race & America",-,-,-,"$1,940",1,"$1,940",Jan 6,First Run,false
810,Detour,-,-,-,"$1,788",5,"$1,788",Jan 20,Magnolia Pictures,false
811,"The Polar Express
2016 IMAX Release",-,-,-,"$1,714",129,"$765,154",Nov 11,Warner Bros.,false
812,The Romans,-,-,-,"$1,689",3,"$19,705",May 27,Indican Pictures,false
813,Magnus,-,-,-,"$1,659",6,"$8,944",Nov 18,FilmRise,false
814,The Greasy Strangler,-,-,-,"$1,650",11,"$45,878",Oct 7,FilmRise,false
815,"The Battle of Algiers
2016 Re-release",-,-,-,"$1,641",7,"$56,853",Oct 7,Rialto Pictures,false
816,Never,-,-,-,"$1,621",4,"$20,431",Aug 19,Indican Pictures,false
817,Level Five,-,-,-,"$1,614",2,"$27,000",Aug 15,Icarus Films,false
818,Do Not Resist,-,-,-,"$1,596",8,"$72,791",Sep 30,Vanish Films,false
819,Almost Friends,-,-,-,"$1,481",12,"$1,481",Nov 17,Orion Pictures,false
820,The Outcasts,-,-,-,"$1,455",11,"$1,455",Apr 14,-,false
821,The Forest for the Trees,-,-,-,"$1,410",1,"$1,410",Jan 18,Film Movement,false
822,Believe,-,-,-,"$1,371",638,"$890,303",Dec 2,Freestyle Releasing,false
823,Clash,-,-,-,"$1,355",1,"$18,215",Mar 11,Kino Lorber,false
824,"The Lion in Winter
2016 Re-release",-,-,-,"$1,270",2,"$18,177",Dec 16,Rialto Pictures,false
825,The Ghosts of Johnson Woods,-,-,-,"$1,255",2,"$3,000",Dec 2,Driving With Our Eyes Shut,false
826,It's Not Yet Dark,-,-,-,"$1,227",2,"$1,227",Aug 4,FilmRise,false
827,"The Loving Story
2016 Re-release",-,-,-,"$1,177",4,"$3,518",Nov 1,Icarus Films,false
828,A Different American Dream,-,-,-,"$1,172",1,"$1,172",Jan 6,First Run,false
829,The Student,-,-,-,"$1,126",1,"$1,126",Apr 14,Under The Milky Way,false
830,Christine,-,-,-,"$1,045",57,"$298,525",Oct 14,The Orchard,false
831,The Penguin Counters,-,-,-,$976,1,$976,Apr 21,First Run,false
832,Always Shine,-,-,-,$962,15,"$17,102",Nov 25,Oscilloscope,false
833,Extraordinary Ordinary People,-,-,-,$880,1,$880,Sep 15,First Run,false
834,I Am Not Madame Bovary,-,-,-,$872,39,"$436,798",Nov 18,Well Go USA Entertainment,false
835,Julian Schnabel: A Private Portrait,-,-,-,$818,1,"$9,103",May 5,Cohen Media Group,false
836,The Witness,-,-,-,$778,15,"$159,305",Jun 3,FilmRise,false
837,Amityville: The Awakening,-,-,-,$742,10,$742,Oct 28,-,false
838,Off the Rails,-,-,-,$645,3,"$34,249",Nov 18,The Film Collaborative,false
839,The Black Dove,-,-,-,$617,3,"$22,517",Aug 12,Indican Pictures,false
840,La folle histoire de Max et Léon,-,-,-,$543,1,$543,Mar 15,Distrib Films,false
841,The Eyes of My Mother,-,-,-,$535,17,"$27,099",Dec 2,Magnolia Pictures,false
842,This Last Lonely Place,-,-,-,$517,4,"$20,507",Aug 12,Indican Pictures,false
843,Anatahan,-,-,-,$476,1,"$8,171",Feb 3,Kino Lorber,false
844,2:22,-,-,-,$422,3,$422,Jun 30,Magnolia Pictures,false
845,The Hill Chris Climbed: The Gridiron Heroes Story,-,-,-,$390,5,"$23,487",Apr 15,Indican Pictures,false
846,Paths of the Soul,-,-,-,$344,3,"$31,747",May 13,Icarus Films,false
847,Justice Is Mind,-,-,-,$336,1,"$14,360",Aug 18,The Ashton Times,false
848,Peter and the Farm,-,-,-,$315,8,"$18,123",Nov 4,Magnolia Pictures,false
849,My Annoying Brother,-,-,-,$294,2,"$51,996",Dec 23,CJ Entertainment,false
850,NightLights,-,-,-,$187,6,"$21,147",Aug 29,Indican Pictures,false
851,National Bird,-,-,-,$186,8,"$10,656",Nov 11,FilmRise,false
852,Made in France,-,-,-,$31,2,"$9,956",Sep 23,Under The Milky Way,false
