Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
Tradition,Jus de canneberge Vision Santé 950 ml,boisson,unité (950ml),6.99,0.736,caisse (6X950ml),33.99,0.596,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-canneberge-vision-sante-tradition-27480/
Oasis,Jus de canneberge et pomme 300 ml,boisson,N/A,N/A,N/A,caisse (24X300ml),14.49,0.201,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-canneberge-et-pomme-oasis-26538/
Tradition,Jus de carotte Vision Santé 950 ml,boisson,unité (950ml),4.49,0.473,caisse (6X950ml),21.99,0.386,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-carotte-vision-sante-tradition-27483/
Realemon,Jus de citron 945 ml,boisson,unité (945ml),2.69,0.285,caisse (12X945ml),30.99,0.273,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-citron-realemon-46560/
Realemon,"Jus de citron concentré 3,8 L",boisson,unité (3.8L),10.99,0.289,caisse (2x3.8L),20.99,0.276,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-citron-concentre-realemon-12992/
Quick Lemon,Jus de citron pressé 3 L,boisson,unité (3L),15.49,0.516,caisse (4X3L),58.99,0.492,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-citron-presse-quick-lemon-25402/
Quick Lemon,Jus de citron pressé 500 ml,boisson,unité (500ml),4.29,0.858,caisse (6X500ml),23.99,0.8,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-citron-presse-quick-lemon-33058/
Quick Lime,Jus de citron vert pressé 500 ml,boisson,unité (500ml),4.69,0.938,caisse (6X500ml),24.99,0.833,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-citron-vert-presse-quick-lime-33059/
Oasis,Jus de fruits des champs 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-fruits-des-champs-oasis-10730/
Tradition,Jus de grenade Vision Santé 950 ml,boisson,unité (950ml),6.99,0.736,caisse (6X950ml),33.99,0.596,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-grenade-vision-sante-tradition-27482/
Valli,Jus de lime 200 ml,boisson,unité (200ml),0.99,0.495,caisse (12X200ml),10.69,0.445,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-lime-valli-36536/
Rose's,Jus de lime 739 ml,boisson,unité (739ml),3.79,0.513,caisse (12X739ml),40.99,0.462,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-lime-roses-34163/
V-8,"Jus de légumes 1,36 L",boisson,unité (1.36L),2.99,0.22,caisse (12x1.36L),31.99,0.196,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-legumes-v-8-02755/
Garden Cocktail,"Jus de légumes 1,89 L",boisson,unité (1.89L),3.99,0.211,caisse (8x1.89L),29.99,0.198,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-legumes-garden-cocktail-29865/
V-8,Jus de légumes V8 156 ml x6,boisson,unité (6x156ml),2.89,48.167,caisse (8x6x156ml),21.99,0.294,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-legumes-v-8-02752/
Biotta,Jus de légumes biologique 500 ml,boisson,unité (500ml),5.39,1.078,caisse (6X500ml),29.99,1.0,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-legumes-biologique-biotta-39240/
Oasis,Jus de mangue exotique 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-mangue-exotic-oasis-10291/
Oasis,Jus de mangue exotique 300 ml,boisson,N/A,N/A,N/A,caisse (24X300ml),14.49,0.201,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-mangue-exotique-oasis-26540/
Oasis,Jus de pamplemousse rose 300 ml,boisson,N/A,N/A,N/A,caisse (24X300ml),14.49,0.201,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pamplemousse-rose-oasis-26539/
Oasis,Jus de pamplemousse ruby 960 ml,boisson,unité (960ml),1.69,0.176,caisse (12X960ml),16.99,0.147,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pamplemousse-ruby-oasis-19877/
Tradition,Jus de poire pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (6X750ml),23.99,0.533,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-poire-petillant-tradition-27488/
Fairlee,Jus de pomme 1 L,boisson,unité (1L),1.79,0.179,caisse (12x1L),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-fairlee-08482/
Nature's Best,"Jus de pomme 1,89 L",boisson,unité (1.89L),3.99,0.211,caisse (6X1.89L),22.99,0.203,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-natures-best-49946/
Oasis,Jus de pomme 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-oasis-46948/
Fairlee,Jus de pomme 24 x 300 ml,boisson,N/A,N/A,N/A,caisse (24x300ml),14.99,0.208,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-fairlee-13924/
Oasis,Jus de pomme 24 x 300 ml,boisson,N/A,N/A,N/A,caisse (24X300ml),14.49,0.201,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-oasis-46170/
Oasis,Jus de pomme 8 x 200 ml,boisson,unité (1X8X200ml),3.29,329.0,caisse (4X8X200ml),10.99,0.172,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-oasis-33111/
Oasis,Jus de pomme 960 ml,boisson,unité (960ml),1.69,0.176,caisse (12x960ml),16.99,0.147,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-oasis-01434/
Tradition,Jus de pomme canneberge pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (6X750ml),23.99,0.533,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-canneberge-petillant-tradition-27486/
Xavier,Jus de pomme et bleuet pétillant 750 ml,boisson,unité (750ml),5.39,0.719,caisse (12x750ml),60.29,0.67,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-et-bleuet-petillant-xavier-14351/
Xavier,Jus de pomme et grenade pétillant 750 ml,boisson,unité (750ml),5.39,0.719,caisse (12x750ml),60.29,0.67,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-et-grenade-petillant-xavier-14352/
Tradition,"Jus de pomme et mangue frais 1,75 L",boisson,unité (1.75L),3.29,0.188,caisse (9x1.75L),27.99,0.178,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-de-pomme-et-mangue-tradition-14361/
Oasis,Jus de pomme et melon 200 ml x8,boisson,unité (8x200ml),3.29,41.125,caisse (4x8x200ml),10.99,0.172,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-et-melon-deau-oasis-46953/
Tradition,"Jus de pomme et poire frais 1,75 L",boisson,unité (1.75L),3.29,0.188,caisse (9x1.75L),27.99,0.178,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-de-pomme-et-poire-frais-tradition-14362/
Oasis,Jus de pomme et raisin 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-et-raisin-oasis-46947/
Oasis,Jus de pomme et raisin 200 ml x8,boisson,unité (8x200ml),3.29,41.125,caisse (4x8x200ml),10.99,0.172,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-et-raisin-oasis-46957/
Tradition,"Jus de pomme frais 1,75 L",boisson,unité (1.75L),3.29,0.188,caisse (9X1.75L),27.99,0.178,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-de-pomme-frais-tradition-35258/
Tradition,"Jus de pomme frais 3,78 L",boisson,unité (3.78L),6.69,0.177,caisse (4X3.78L),25.19,0.167,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-de-pomme-frais-tradition-22514/
Tradition,Jus de pomme pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (6X750ml),23.99,0.533,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-petillant-tradition-27487/
Gavioli,Jus de pêche pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (12x750ml),56.49,0.628,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-peche-petillant-gavioli-23581/
Tradition,Jus de raisin Vision Santé 950 ml,boisson,unité (950ml),4.49,0.473,caisse (6X950ml),23.99,0.421,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-raisin-vision-sante-tradition-27485/
Gavioli,Jus de raisin blanc pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (12x750ml),56.49,0.628,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-raisin-blanc-petillant-gavioli-23582/
Gavioli,Jus de raisins pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (12x750ml),56.49,0.628,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-raisin-rouge-petillant-gavioli-23580/
Gavioli,Jus de raisins pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (12x750ml),56.49,0.628,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-raisin-rouge-petillant-gavioli-23580/
Heinz,"Jus de tomate 1,36 L",boisson,unité (1.36L),2.99,0.22,caisse (12X1.36L),31.99,0.196,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-tomate-heinz-31039/
Heinz,"Jus de tomate 2,84 L",boisson,unité (2.84L),5.49,0.193,caisse (6x2.84L),30.99,0.182,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-tomates-heinz-00407/
Stoney Creek,"Jus de tomate 2,84 L",boisson,unité (2.84L),4.39,0.155,caisse (6x2.84L),23.99,0.141,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-tomate-stoney-creek-23558/
Heinz,Jus de tomate 540 ml,boisson,unité (540ml),1.29,0.239,caisse (24x540ml),27.99,0.216,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-tomate-heinz-00277/
Heinz,Jus de tomate 6x156 ml,boisson,unité (6x156ml),3.99,66.5,caisse (8x6x156ml),30.99,0.414,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-de-tomate-heinz-00275/
Oasis,Jus passion tropical 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-passion-tropicale-oasis-46945/
Oasis,Jus passion tropical 200 ml x8,boisson,unité (8x200ml),3.29,41.125,caisse (4x8x200ml),10.99,0.172,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-passion-tropicale-oasis-46956/
Oasis,Jus pomme raisin 960 ml,boisson,unité (960ml),1.69,0.176,caisse (12X960ml),16.99,0.147,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-et-raisin-oasis-16733/
Xavier,Jus pétillant sangria 750 ml,boisson,unité (750ml),5.89,0.785,caisse (12x750ml),65.59,0.729,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-petillant-sangria-xavier-14348/
Mott Clamato,Jus régulier 162 ml x24,boisson,unité (6X162ml),4.49,74.833,caisse (4x6X162ml),16.99,0.437,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-regulier-mott-clamato-45290/
Oasis,Jus saveur de mangue exotique 960 ml,boisson,unité (960ml),1.69,0.176,caisse (12x960ml),16.99,0.147,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-saveur-de-mangue-exotique-oasis-01439/
Oasis,Jus tropical 960 ml,boisson,unité (960ml),1.69,0.176,caisse (12x960ml),16.99,0.147,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-tropical-oasis-01438/
Remedy,Kombucha gingembre citron 330 ml,boisson,unité (4x330ml),8.49,212.25,caisse (6x4x330ml),47.99,0.606,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/kombucha-gingembre-citron-remedy-31999/
Remedy,Kombucha limonade aux framboises 330 ml,boisson,unité (4x330ml),8.49,212.25,caisse (6x4x330ml),47.99,0.606,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/kombucha-limonade-aux-framboises-remedy-32004/
Remedy,Kombucha pêche 330 ml,boisson,unité (4x330ml),8.49,212.25,caisse (6x4x330ml),47.99,0.606,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/kombucha-peche-remedy-32001/
Club Kombucha,Kumbucha au gingembre 355 ml,boisson,unité (4x355ml),11.99,299.75,caisse (6x4x355ml),66.99,0.786,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/kumbucha-gingembre-club-kombucha-33024/
Club Kombucha,Kumbucha au pamplemousse 355 ml,boisson,unité (4x355ml),11.99,299.75,caisse (6x4x355ml),66.99,0.786,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/kumbucha-pamplemousse-club-kombucha-33037/
Club Kombucha,Kumbucha aux baies 355 ml,boisson,unité (4x355ml),11.99,299.75,caisse (6x4x355ml),66.99,0.786,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/kumbucha-baie-club-kombucha-33038/
Grand Pré,Lait 2% UHT 1 L,boisson,N/A,N/A,N/A,caisse (6x1L),16.49,0.275,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/laits/lait-2-uht-grand-pre-01462/
Eagle Brand,Lait concentré sucré 300 ml,boisson,unité (300ml),3.99,1.33,caisse (24x300ml),90.99,1.264,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/lait-concentre-et-en-poudre/lait-concentre-sucre-eagle-brand-04270/
Perfection,Lait condensé 300 ml,boisson,unité (300ml),2.99,0.997,caisse (24x300ml),59.99,0.833,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/lait-concentre-et-en-poudre/lait-condense-perfection-34087/
Oat-Ly,Lait d'avoine 1 L,boisson,unité (1L),4.99,0.499,caisse (12x946ml),56.99,0.502,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-davoine-oat-ly-33818/
Aroy-d,Lait de coco 1 L,boisson,unité (1L),4.49,0.449,caisse (12x1L),47.99,0.4,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-coco-tetra-aroy-d-aroy-d-29914/
Salima,"Lait de coco 2,84 L",boisson,unité (2.84L),14.99,0.528,caisse (6x2.84L),82.99,0.487,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-coco-salima-salima-29915/
Haiku,Lait de coco 398 g,boisson,unité (398g),2.49,0.626,caisse (12x398g),27.99,0.586,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-de-coco-haiku-30227/
Agrocan,Lait de coco 398 ml,boisson,unité (398ml),1.49,0.374,caisse (24x398ml),27.49,0.288,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-de-coco-agrocan-34179/
Blue dragon,Lait de coco 400 ml,boisson,unité (400ml),3.79,0.948,caisse (12x400ml),43.99,0.916,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-de-coco-blue-dragon-30274/
Earth's choice,Lait de coco biologique 400 ml,boisson,unité (400ml),3.49,0.873,caisse (12x400ml),37.99,0.791,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-de-coco-biologique-earths-choice-14365/
Haiku,Lait de coco léger 398 g,boisson,unité (398g),2.49,0.626,caisse (12x398g),27.99,0.586,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-de-coco-leger-haiku-30226/
Blue dragon,Lait de coco léger 400 ml,boisson,unité (400ml),3.79,0.948,caisse (12x400ml),43.99,0.916,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/lait-de-coco-leger-blue-dragon-30273/
Vim,"Lait en poudre 1,5 kg",boisson,unité (1.5kg),19.99,1.333,caisse (12x1.5kg),228.99,1.272,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/lait-concentre-et-en-poudre/lait-parmalat-en-poudre-vim-12558/
Clover Dale,Lait en poudre écrémé 10 kg,boisson,N/A,N/A,N/A,caisse (10kg),89.99,0.9,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/lait-concentre-et-en-poudre/lait-en-poudre-ecreme-clover-dale-23189/
Carnation,Lait écrémé en poudre instantané 500 g,boisson,unité (500g),7.79,1.558,caisse (10x500g),73.99,1.48,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/lait-concentre-et-en-poudre/lait-ecreme-en-poudre-instantane-carnation-16395/
Carnation,Lait évaporé 354 ml,boisson,unité (354ml),1.99,0.562,caisse (48X354ml),88.99,0.524,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/lait-concentre-et-en-poudre/lait-evapore-carnation-36058/
Tradition,"Limonade 2,63 L",boisson,unité (2.63L),3.99,0.152,caisse (6x2.63L),21.69,0.137,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/limonade-tradition-15891/
Tradition,"Limonade framboise et fraise 2,63 L",boisson,unité (2.63L),3.99,0.152,caisse (6x2.63L),21.69,0.137,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/limonade-framboise-et-fraise-tradition-15894/
Tradition,Limonade pétillante citron clémentine 750 ml,boisson,unité (750ml),4.99,0.665,caisse (6X750ml),23.99,0.533,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/limonade-petillante-citron-clementine-tradition-33487/
Tradition,Limonade à la framboise pétillante 750 ml,boisson,unité (750ml),4.99,0.665,caisse (6X750ml),23.99,0.533,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/limonade-a-la-framboise-petillante-tradition-27489/
Bardinet,Liquide à cuisson brandy modifié 2 L,boisson,unité (2L),18.29,0.915,caisse (6X2L),102.99,0.858,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/liquide-a-cuisson-brandy-modifie-bardinet-31210/
Bardinet,Liquide à cuisson madère modifié 2 L,boisson,unité (2L),27.79,1.389,caisse (6x2L),159.99,1.333,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/liquide-a-cuisson-madere-bardinet-31212/
Bardinet,Liquide à cuisson marsala modifié 2 L,boisson,unité (2L),19.99,0.999,caisse (6X2L),113.99,0.95,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/liquide-a-cuisson-marsala-modifie-bardinet-41470/
Bardinet,Liquide à cuisson pastis modifié 2 L,boisson,unité (2L),14.99,0.749,caisse (6x2L),82.99,0.692,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/liquide-a-cuisson-pastis-bardinet-32730/
Bardinet,Liquide à cuisson porto modifié 2 L,boisson,unité (2L),28.99,1.45,caisse (6x2L),165.99,1.383,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/liquide-a-cuisson-porto-bardinet-31211/
Xavier,Moût de pomme 750 ml,boisson,unité (750ml),5.39,0.719,caisse (12x750ml),60.29,0.67,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/mout-de-pomme-xavier-14349/
Xavier,Moût de pomme et canneberge 750 ml,boisson,unité (750ml),5.39,0.719,caisse (12x750ml),60.29,0.67,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-pomme-et-canneberge-petillant-xavier-14350/
So nice,Mélange barista 946 ml,boisson,unité (946ml),2.99,0.316,caisse (12X946ml),32.39,0.285,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/melange-barista-so-nice-22720/
Mott's,Mélange cocktail daiquiri fraise 1 L,boisson,unité (1L),4.99,0.499,caisse (6X1L),27.99,0.466,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/melange-cocktail-daiquiri-fraise-motts-35035/
Mott's,Mélange cocktail margarita 1 L,boisson,unité (1L),4.99,0.499,caisse (6X1L),27.99,0.466,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/melange-cocktail-margarita-motts-34912/
Mott's,Mélange cocktail pina colada 1 L,boisson,unité (1L),4.99,0.499,caisse (6x1L),27.99,0.466,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/melange-cocktail-pina-colada-motts-35317/
Nesquik,"Mélange en poudre pour chocolat au lait 1,36 kg",boisson,unité (1.36kg),9.99,0.735,caisse (6X1.36kg),56.99,0.698,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/chocolat/melange-en-poudre-pour-chocolat-au-lait-nesquik-35495/
Nesquik,Mélange en poudre pour chocolat au lait 540 g,boisson,unité (540g),5.49,1.017,caisse (12X540g),59.99,0.926,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/chocolat/melange-en-poudre-pour-chocolat-au-lait-nesquik-35953/
Vittoria,Mélange pour chocolat chaud 2 lb,boisson,unité (2lb),5.09,0.561,caisse (6x2lb),29.49,0.542,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/chocolat/chocolat-chaud-vittoria-23533/
Mott's,Mélange à Martini à la framboise bleue 1 L,boisson,unité (1L),4.99,0.499,caisse (6x1L),27.99,0.466,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/melange-a-bar-framboise-bleue-motts-30460/
Mott's,Mélange à bar mai tai,boisson,unité (1L),4.99,0.499,caisse (6x1L),27.99,0.466,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/melange-a-bar-mai-tai-motts-30469/
Wise by nature,Mélange à smoothie Bollywood 420 g,boisson,unité (420g),18.99,4.521,caisse (12x420g),227.99,4.524,https://www.mayrand.ca/fr/nos-produits/fruits-et-legumes/melange-pour-smoothie-bollywood-wise-by-nature-33600/
Wise by nature,Mélange à smoothie Caméléon 420 g,boisson,unité (420g),18.99,4.521,caisse (12x420g),227.99,4.524,https://www.mayrand.ca/fr/nos-produits/fruits-et-legumes/melange-pour-smoothie-cameleon-wise-by-nature-33524/
Wise by nature,Mélange à smoothie Détox 420 g,boisson,unité (420g),18.99,4.521,caisse (12x420g),227.99,4.524,https://www.mayrand.ca/fr/nos-produits/fruits-et-legumes/melange-pour-smoothie-detox-wise-by-nature-33526/
Wise by nature,Mélange à smoothie Wake-up 420 g,boisson,unité (420g),18.99,4.521,caisse (12x420g),227.99,4.524,https://www.mayrand.ca/fr/nos-produits/fruits-et-legumes/melange-pour-smoothie-wake-up-wise-by-nature-33518/
Wise by nature,Mélange à smoothie Wake-up 420 g,boisson,unité (420g),18.99,4.521,caisse (12x420g),227.99,4.524,https://www.mayrand.ca/fr/nos-produits/fruits-et-legumes/melange-pour-smoothie-wake-up-wise-by-nature-33518/
Wise by nature,Mélange à smoothie Zénith 420 g,boisson,unité (420g),18.99,4.521,caisse (12x420g),227.99,4.524,https://www.mayrand.ca/fr/nos-produits/fruits-et-legumes/melange-pour-smoothie-zenith-wise-by-nature-33517/
Wise by nature,Mélange à smoothie rouge 420 g,boisson,unité (420g),18.99,4.521,caisse (12X420G),227.99,4.524,https://www.mayrand.ca/fr/nos-produits/fruits-et-legumes/melange-pour-smoothie-rouge-wise-by-nature-33605/
Verona,Nectar d'abricot 125 ml x6,boisson,unité (6X125ml),2.99,49.833,caisse (4X6X125ml),10.99,0.366,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/nectar-abricot-verona-35400/
Yoga,Nectar d'abricot 200 ml,boisson,unité (1X3X200ml),1.79,179.0,caisse (8X3X200ml),12.99,0.271,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/nectar-dabricot-yoga-31066/
Verona,Nectar d'abricot 680 ml,boisson,unité (680ml),1.89,0.278,caisse (12x680ml),20.99,0.257,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/nectar-a-labricot-verona-13958/
Yoga,Nectar d'abricot 680 ml,boisson,unité (680ml),1.99,0.293,caisse (12X680ml),21.99,0.269,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/nectar-dabricot-yoga-32883/
Del Monte,Nectar d'ananas 960 ml,boisson,unité (960ml),1.49,0.155,caisse (12x960ml),16.99,0.147,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/nectar-dananas-del-monte-22538/
