Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
Janes,"Lanières de poulet panées et cuites surgelées 1,1 kg",surgele,unité (1.1kg),10.49,0.954,caisse (8x1.1kg),72.99,0.829,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/viande-panee-surgelee/laniere-de-poulet-panee-et-cuite-surgelee-janes-31415/
Minute Maid,Limonade 295 ml,surgele,unité (295ml),1.49,0.505,caisse (12x295ml),14.99,0.423,https://www.mayrand.ca/fr/nos-produits/surgele/jus-et-boisson-surgeles/limonade-blanche-congelee-minute-maid-14824/
Chapman,Lolly rocket assortis congelés 50 ml x28,surgele,unité (28x50nl),4.99,N/A,caisse (4x28x50ml),15.99,0.286,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/lolly-rocket-assorti-congele-chapman-31466/
High Liner,Longe d'aiglefin 4 oz,surgele,"unité (env. 0,27 kg)",18.49,6.848,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/longe-daiglefin-surgele-4oz-high-liner-41783/
Oceanic,Longe de Morue 5 oz surgelée 10 lb,surgele,N/A,N/A,N/A,caisse (10lb),77.99,1.719,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/morue-surgelee/longe-de-morue-5oz-surgelee-oceanic-32580/
Not available,Longe de thon 3-6 lb surgelé,surgele,unité (env. 1 kg),25.99,2.599,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/thon-longe-yellowfin-surgele--29144/
Fjord Oceanic,Longes d'aiglefin 4 oz surgelées 1 lb,surgele,unité (1lb),7.49,1.651,caisse (10x1lb),69.99,1.543,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/longe-aiglefin-4oz-surgelee-fjord-oceanic-34590/
Pearlmark,Longes de morue 1 lb,surgele,unité (1lb),7.49,1.651,caisse (10X1lb),72.99,1.609,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/morue-surgelee/longes-de-morue-surgelees-pearlmark-43359/
Fjord Oceanic,Longes de morue 4 oz surgelées 1 lb,surgele,unité (1lb),6.99,1.541,caisse (10X1lb),60.99,1.345,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/morue-surgelee/longes-de-morue-pac.-4oz-app.-surgelees-fjord-oceanic-33758/
High Liner,Longes de saumon du Pacifique surgelées 10 lb,surgele,N/A,N/A,N/A,caisse (10lb),96.99,2.138,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/saumon-surgele/longe-de-saumon-surgelee-high-liner-46571/
Arctic Garden,Légumes du jour 2 kg,surgele,unité (2kg),5.99,0.3,caisse (6x2kg),32.99,0.275,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/legumes-du-jour-surgele-congele-arctic-garden-14284/
Cool&Simple,Macarons de Paris x12,surgele,unité (120g),8.99,7.492,caisse (12x120g),101.99,7.083,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/macaron-de-paris-coolsimple-22544/
Eco-v,"Macédoine de 4 légumes surgelée 1,75 kg",surgele,unité (1.75kg),4.99,0.285,caisse (6x1.75kg),26.99,0.257,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/macedoine-de-4-legumes-congelee-eco-v-15194/
Bonduelle,Macédoine de légumes Kalebanzo 2 kg,surgele,unité (2kg),9.29,0.464,caisse (4x2kg),32.79,0.41,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/macedoine-de-legumes-kalebanzo-congele-bonduelle-06799/
Bonduelle,Macédoine de légumes Kalebanzo 2 kg,surgele,unité (2kg),9.29,0.464,caisse (4x2kg),32.79,0.41,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/macedoine-de-legumes-kalebanzo-congele-bonduelle-06799/
Arctic Garden,Macédoine de légumes Soleil Levant 2 kg,surgele,unité (2kg),5.99,0.3,caisse (6x2kg),32.99,0.275,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/macedoine-de-legumes-soleil-levant-surgele-arctic-garden-00852/
Arctic Garden,"Macédoine de légumes pour sauté thaïlandais 1,75 kg",surgele,unité (1.75kg),9.49,0.542,caisse (6X1.75kg),53.99,0.514,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/saute-de-legumes-thailandais-surgeles-arctic-garden-37222/
Below Zero,Mangues en morceaux surgelées 1 kg,surgele,unité (1kg),6.59,0.659,caisse (5x1kg),27.99,0.56,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/mangues-en-gros-morceaux-surgelees-below-zero-31432/
Vespucci,Manicotti ricotta et épinards surgelés x12,surgele,unité (12un),7.79,0.649,caisse (16X12un),110.99,0.578,https://www.mayrand.ca/fr/nos-produits/surgele/pate-alimentaire-30a7be13/pates-garnies-surgelees/manicotti-epinard-surgele-vespucci-33277/
Not available,Maquereau entier surgelé,surgele,unité (env. 1 kg),7.69,0.769,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/maquereau-entier-surgele--45892/
Not available,Maquereau entier surgelé 10 kg,surgele,N/A,N/A,N/A,caisse (10kg),61.99,0.62,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/maquereau-entier-surgele--53220/
Ravifruit,Marrons épluchés entiers IQF surgelés 1 kg,surgele,unité (1kg),22.99,2.299,caisse (5x1kg),107.99,2.16,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/marron-epluche-entier-iqf-surgele-ravifruit-33791/
Eco-v,"Maïs grain entier 1,75 kg",surgele,unité (1.75kg),4.99,0.285,caisse (6x1.75kg),26.99,0.257,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/mais-grain-entier-congele-eco-v-15191/
Villa Ravioli,Medaglione au veau et prosciutto surgelés 700 g,surgele,unité (700g),14.49,2.07,caisse (8X700g),103.99,1.857,https://www.mayrand.ca/fr/nos-produits/surgele/pate-alimentaire-30a7be13/pates-garnies-surgelees/medaglione-au-veau-et-prosciutto-surgele-villa-ravioli-37525/
Sea Horse,Merlan sans tête 2 lb,surgele,unité (2lb),6.49,0.715,caisse (10x2lb),58.99,0.65,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/merlan-sans-tete-dargentine-congele-sea-horse-18651/
Quali Dessert,Millefeuille à la crème surgelé x2,surgele,unité (2un),3.99,1.995,caisse (6x2un),21.99,1.832,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/gateau-et-tarte-surgeles/mille-feuille-a-la-creme-2un-surgele-quali-dessert-31623/
Casa Morena,Mini arancini aux champignons 500 g,surgele,unité (500g),7.49,1.498,caisse (10X500g),66.99,1.34,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/mini-arancini-aux-champignons-surgele-casa-morena-37248/
Casa Morena,Mini arancini margherita 500 g,surgele,unité (500g),7.49,1.498,caisse (10X500g),66.99,1.34,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/mini-arancini-margherita-surgele-casa-morena-37247/
Casa Morena,Mini arancini à la ricotta 500 g,surgele,unité (500g),7.49,1.498,caisse (10x500g),66.99,1.34,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/mini-arancini-a-la-ricotta-surgele-casa-morena-37249/
Dessert et Passion,Mini choux profiteroles à la crème 1 kg,surgele,unité (1kg),13.99,1.399,caisse (6x1kg),79.99,1.333,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/mini-choux-profiteroles-a-la-creme-surgele-dessert-et-passion-00582/
Pasta Mer,Mini coquilles aux fruits de mer x12,surgele,unité (540g),13.99,2.591,caisse (8x540g),95.49,2.21,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/mini-coquille-st-jacques-surgelee-pasta-mer-28140/
Bridor,Mini croissant 25 g x25,surgele,unité (25X25G),10.69,42.76,caisse (225X25G),93.99,1.671,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/mini-croissant-au-beurre-surgele-bridor-25040/
Bridor,Mini danoise à la framboise 45 g x10,surgele,unité (10x45g),6.59,65.9,caisse (80x45g),45.99,1.278,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/mini-danoises-aux-framboises-surgelees-bridor-32923/
Bridor,Mini danoises à la pomme 45 g x10,surgele,unité (10x45g),6.59,65.9,caisse (80x45g),46.99,1.305,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/panier-de-mini-danoises-aux-pommes-surgelees-bridor-32925/
7 Days,Mini feuilleté au fromage 450 g,surgele,unité (450g),4.29,0.953,caisse (12x450g),44.99,0.833,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-feuillete-au-fromage-congele-7-days-06798/
Bridor,Mini pain 35 g x210,surgele,N/A,N/A,N/A,caisse (210x35g),37.99,0.517,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/pain-surgele/mini-pain-francais-surgele-bridor-25066/
Cuisine Adventures,Mini pizza pepperoni congelées x12,surgele,unité (228g),3.99,1.75,caisse (18x228g),62.99,1.535,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-pizza-pepperoni-congelee-cuisine-adventures-31275/
Vespucci,"Mini ravioli aux 3 fromages surgelés 1,5 kg",surgele,unité (1.5kg),10.29,0.686,caisse (6X1.5kg),54.99,0.611,https://www.mayrand.ca/fr/nos-produits/surgele/pate-alimentaire-30a7be13/pates-garnies-surgelees/mini-ravioli-aux-3-fromages-surgele-vespucci-34857/
Vespucci,"Mini ravioli à la viande surgelés 1,5 kg",surgele,unité (1.5kg),10.29,0.686,caisse (6x1.5kg),54.99,0.611,https://www.mayrand.ca/fr/nos-produits/surgele/pate-alimentaire-30a7be13/pates-garnies-surgelees/mini-ravioli-a-la-viande-surgele-vespucci-33285/
Wong Wing,Mini rouleaux de printemps aux légumes x50,surgele,unité (50un),18.99,0.38,caisse (2X50un),34.99,0.35,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-rouleaux-de-printemps-aux-legumes-congeles-wong-wing-22997/
Wong Wing,Mini rouleaux de printemps au poulet x50,surgele,unité (50un),18.99,0.38,caisse (2X50un),34.99,0.35,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-rouleaux-de-printemps-au-poulet-congeles-wong-wing-22994/
7 Days,Mini rouleaux phyllo au fromage 1 kg,surgele,unité (1kg),8.69,0.869,caisse (6x1kg),45.99,0.766,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-rouleaux-phyllo-au-fromage-congeles-7-days-08895/
7 Days,Mini rouleaux phyllo épinard 1 kg,surgele,unité (1kg),8.69,0.869,caisse (6x1kg),45.99,0.766,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-rouleaux-phyllo-epinard-congeles-7-days-08896/
Cuisine Adventures,Mini saucisses en pain congelées x16,surgele,unité (281g),6.79,2.416,caisse (12x281g),68.99,2.046,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-saucisse-en-pain-congele-cuisine-adventures-31277/
7 Days,Mini spanakopita 400 g,surgele,unité (400g),4.79,1.198,caisse (12x400g),49.99,1.041,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/mini-spanakopita-congele-7-days-07840/
7 Days,Mini tarte spirale pomme 1 kg,surgele,unité (1kg),8.69,0.869,caisse (6X1kg),47.99,0.8,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/gateau-et-tarte-surgeles/mini-tarte-spirale-pomme-surgelee-7-days-22658/
Villa Ravioli,"Mini tortellini au fromage surgelés 1,2 kg",surgele,unité (1.2kg),10.49,0.874,caisse (6X1.2kg),55.99,0.778,https://www.mayrand.ca/fr/nos-produits/surgele/pate-alimentaire-30a7be13/pates-garnies-surgelees/mini-tortellini-au-fromage-surgele-villa-ravioli-37526/
Villa Ravioli,"Mini tortellini à la viande surgelés 1,2 kg",surgele,unité (6X1.2kg),10.49,0.175,caisse (6X1.2kg),55.99,0.778,https://www.mayrand.ca/fr/nos-produits/surgele/pate-alimentaire-30a7be13/pates-garnies-surgelees/mini-tortellini-a-la-viande-surgele-villa-ravioli-37504/
Wong Wing,Minis rouleaux de printemps congelés 360 g,surgele,unité (360g),5.99,1.664,caisse (12x360g),62.99,1.458,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/assort-de-minis-rouleaux-de-printemps-congele-wong-wing-30875/
Natrel,Mochi à la crème glacée au chocolat,surgele,unité (6x35g),5.99,99.833,caisse (12x6x35g),63.99,2.539,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/mochi-creme-glacee-au-chocolat-natrel-27437/
Natrel,Mochi à la crème glacée à la mangue,surgele,unité (6x35g),5.99,99.833,caisse (12x6x35g),63.99,2.539,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/mochi-creme-glacee-a-la-mangue-natrel-27438/
Natrel,Mochi à la crème glacée à la vanille,surgele,unité (6x35g),5.99,99.833,caisse (12x6x35g),63.99,2.539,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/mochi-creme-glacee-a-la-vanille-natrel-27436/
Saroma,Morceaux de poitrines de poulet cuits congelés 1 kg,surgele,unité (1kg),12.99,1.299,caisse (4x1kg),49.99,1.25,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/volaille-surgelee/morceaux-de-poitrines-de-poulet-cuits-congeles-saroma-34934/
Fruits de mer Québec,Morue de l'Atlantique 340 g,surgele,unité (340g),12.49,3.674,caisse (12X340g),137.99,3.382,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/morue-surgelee/morue-de-latlantique-surgelee-fruits-de-mer-quebec-28352/
Mussel King,Moule IPE sauce ail et beurre 454 g,surgele,unité (454g),5.29,1.165,caisse (10x454g),48.99,1.079,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/moule-ipe-sauce-ail-et-beurre-surgelee-mussel-king-28853/
Mussel King,Moule IPE sauce carri rouge et thailandaise 454 g,surgele,unité (454g),5.29,1.165,caisse (10x454g),48.99,1.079,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/moule-ipe-sauce-carri-rouge-thailandaise-surgele-mussel-king-28854/
Mussel King,Moule IPE sauce vin et herbes 454 g,surgele,unité (454g),4.99,1.099,caisse (10x454g),45.99,1.013,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/moule-ipe-sauce-vin-et-herbes-surgelee-mussel-king-28852/
High Liner,Moules cultivées cuites en coquille 907 g,surgele,unité (2lb),7.69,0.848,caisse (10X2lb),69.99,0.772,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/moules-cultivees-cuites-en-coquille-surgeles-high-liner-42532/
Fins Gourmands,Mousse aux 3 chocolats x24,surgele,N/A,N/A,N/A,caisse (24x70g),56.99,3.392,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/gateau-et-tarte-surgeles/gateau-mousse-au-3-chocolats-surgele-fins-gourmands-25759/
Villa Ravioli,Médaillons 4 fromages surgelés 700 g,surgele,unité (700g),14.49,2.07,caisse (8X700g),103.99,1.857,https://www.mayrand.ca/fr/nos-produits/surgele/pate-alimentaire-30a7be13/pates-garnies-surgelees/medaillons-4-fromages-surgele-villa-ravioli-37505/
Oasis,Mélange boisson pina colada 960 ml,surgele,unité (960ml),7.99,0.832,caisse (12X960ml),90.99,0.79,https://www.mayrand.ca/fr/nos-produits/surgele/jus-et-boisson-surgeles/melange-boisson-pina-colada-oasis-38856/
Alasko,Mélange de fruits 1 kg,surgele,unité (1kg),4.59,0.459,caisse (5X1kg),20.49,0.41,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/melange-fraise-peche-mure-surgele-alasko-24754/
Anchors Bay,Mélange de fruits de mer 360 g,surgele,unité (360g),4.49,1.247,caisse (20x360g),76.99,1.069,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/melange-de-fruit-de-mer-congele-anchors-bay-10103/
Ocean Jewel,"Mélange de fruits de mer congelé 2,5 lb",surgele,unité (2.5lb),27.99,2.468,caisse (8x2.5lb),194.99,2.149,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/melange-de-fruits-de-mer-congele-ocean-jewel-30847/
Below Zero,Mélange de fruits jaunes surgelés 1 kg,surgele,unité (1kg),6.99,0.699,caisse (5x1kg),31.99,0.64,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/fruit-melange-peche-mangue-banane-surgele-below-zero-29655/
Ravifruit,Mélange de fruits rouges IQF surgelés 1 kg,surgele,unité (1kg),13.49,1.349,caisse (5x1kg),65.99,1.32,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/melange-de-fruits-rouges-iqf-surgele-ravifruit-33792/
Arctic Garden,Mélange de légumes Montego 2 kg,surgele,unité (2kg),7.99,0.4,caisse (6x2kg),45.99,0.383,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-montego-surgele-arctic-garden-00853/
Arctic Garden,Mélange de légumes San Francisco 2 kg,surgele,unité (2kg),7.79,0.39,caisse (6X2kg),43.99,0.367,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/melange-de-legumes-san-francisco-surgele-arctic-garden-49638/
Arctic Garden,Mélange de légumes californien 2 kg,surgele,unité (2kg),7.79,0.39,caisse (6X2kg),43.99,0.367,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/melange-de-legumes-californien-congele-arctic-garden-21045/
Arctic Garden,Mélange de légumes minestrone 2 kg,surgele,unité (2kg),6.49,0.325,caisse (6X2kg),35.99,0.3,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-minestrone-surgele-arctic-garden-49639/
Arctic Garden,Mélange de légumes pour sauce spaghetti 2 kg,surgele,unité (2kg),6.99,0.35,caisse (6X2kg),37.99,0.317,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-pour-sauce-spaghetti-congele-arctic-garden-32852/
Arctic Garden,Mélange de légumes style cocktail 2 kg,surgele,unité (2kg),6.39,0.32,caisse (6X2kg),33.49,0.279,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-style-cocktail-surgele-arctic-garden-22133/
Arctic Garden,Mélange de légumes style italien 2 kg,surgele,unité (2kg),6.99,0.35,caisse (6X2kg),38.99,0.325,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-style-italien-congele-arctic-garden-21044/
Arctic Garden,Mélange de légumes style mexicain 2 kg,surgele,unité (2kg),7.29,0.365,caisse (6X2kg),40.99,0.342,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-style-mexicain-surgele-arctic-garden-49640/
Arctic Garden,Mélange de légumes style mexicain 2 kg,surgele,unité (2kg),7.29,0.365,caisse (6X2kg),40.99,0.342,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-style-mexicain-surgele-arctic-garden-49640/
Arctic Garden,Mélange de légumes style mirepoix 2 kg,surgele,unité (2kg),5.69,0.285,caisse (6X2kg),31.99,0.267,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-de-legumes-style-mirepoix-surgele-arctic-garden-48007/
Arctic Garden,Mélange de légumes style romanesco 2 kg,surgele,unité (2kg),7.99,0.4,caisse (6x2kg),44.99,0.375,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/macedoine-romanesco-congelee-arctic-garden-12000/
Below Zero,Mélange de petits fruits surgelé 1 kg,surgele,unité (1kg),6.99,0.699,caisse (5x1kg),30.99,0.62,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/fruit-melange-mure-framboise-bleuet-surgele-below-zero-29654/
Oasis,Mélange margarita 12 x 960 ml,surgele,unité (960ml),7.99,0.832,caisse (12X960ml),90.99,0.79,https://www.mayrand.ca/fr/nos-produits/surgele/jus-et-boisson-surgeles/melange-a-margarita-oasis-38857/
Bonduelle,Mélange maïs sucré haricot noir edamame 2 kg,surgele,unité (2kg),6.99,0.35,caisse (4X2kg),25.99,0.325,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/melange-mais-sucre-haricot-noir-edamame-surgele-bonduelle-32827/
Oasis,Mélange pour boisson fraise 960 ml,surgele,unité (960ml),7.99,0.832,caisse (12x960ml),90.99,0.79,https://www.mayrand.ca/fr/nos-produits/surgele/jus-et-boisson-surgeles/melange-pour-boisson-au-fraise-oasis-38855/
Oasis,Mélange pour boisson fraise 960 ml,surgele,unité (960ml),7.99,0.832,caisse (12x960ml),90.99,0.79,https://www.mayrand.ca/fr/nos-produits/surgele/jus-et-boisson-surgeles/melange-pour-boisson-au-fraise-oasis-38855/
Novali,"Mélange à brownies au chocolat surgelé 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-brownies-au-chocolat-surgele-novali-32941/
Novali,"Mélange à muffin 4 fruits 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-4-fruits-surgele-novali-38745/
Novali,"Mélange à muffin banane et chocolat 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-banane-et-chocolat-congele-novali-13600/
Novali,"Mélange à muffin bleuet 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-bleuet-surgele-novali-38744/
Novali,"Mélange à muffin canneberge et orange 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-canneberge-et-orange-congele-novali-18753/
Novali,"Mélange à muffin caramel 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-caramel-congele-novali-13597/
Novali,"Mélange à muffin carotte 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-carotte-surgele-novali-38742/
Novali,"Mélange à muffin double chocolat 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-double-chocolat-surgele-novali-38741/
Novali,"Mélange à muffin framboise et yogourt 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-framboise-et-yogourt-congele-novali-13601/
Novali,"Mélange à muffin morceaux de chocolat 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-morceaux-de-chocolat-surgele-novali-38746/
Novali,"Mélange à muffin noix et carotte 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-noix-et-carotte-surgele-novali-38743/
Novali,"Mélange à muffin raisin et son 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-raisin-et-son-congele-novali-18756/
Novali,"Mélange à muffin érable 3,6 kg",surgele,N/A,N/A,N/A,caisse (3.6kg),16.99,0.472,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/melange-a-muffin-erable-congele-novali-18754/
Epikura,Mélange à purée de légumes surgelé,surgele,N/A,N/A,N/A,caisse (3x12x60g),42.99,1.99,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/puree-surgelee/bte-mixte-legume-3-har-jaunesch-fleurpois-vert-epikura-33639/
Below Zero,Mûres surgelées 1 kg,surgele,unité (1kg),5.29,0.529,caisse (5x1kg),19.99,0.4,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/mures-surgelees-below-zero-31430/
Original Cake,Nanaïmo assorti,surgele,unité (1un),28.99,28.99,caisse (2x1un),54.99,27.495,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/gateau-et-tarte-surgeles/nanaimo-assortis-congeles-original-cake-13899/
Arctic Garden,Oignon en cubes 2 kg,surgele,unité (2kg),6.99,0.35,caisse (6X2kg),38.99,0.325,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/oignon-en-cubes-congeles-arctic-garden-16762/
Alasko,Oignons en perles surgelées 1 kg,surgele,unité (1kg),3.49,0.349,caisse (5X1kg),16.49,0.33,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/oignons-en-perles-surgeles-alasko-37506/
Minute Maid,Orange punch 295 ml,surgele,unité (295ml),1.29,0.437,caisse (12x295ml),12.79,0.361,https://www.mayrand.ca/fr/nos-produits/surgele/jus-et-boisson-surgeles/punch-a-lorange-congele-minute-maid-14820/
Bridor,Pain au raisin prêt à cuire 105 g x6,surgele,unité (6x105g),7.99,133.167,caisse (60x105g),71.99,1.143,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/pain-au-raisin-pret-a-cuire-congele-bridor-08961/
Bridor,Pain au raisin prêt à cuire 105 g x6,surgele,unité (6x105g),7.99,133.167,caisse (60x105g),71.99,1.143,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/pain-au-raisin-pret-a-cuire-congele-bridor-08961/
Bridor,Pain aux raisins x6,surgele,unité (6x105g),7.99,133.167,caisse ,79.89,N/A,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/pain-au-raisin-surgele-bridor-25272/
